Victory,Remaining HP,Reward,Times Healed Ally,Times Coordinated Stuns,Times Coordinated Blinds
1,34,29.25,0,0,0
1,76,34.5,0,0,0
1,7,25.875,0,1,0
1,66,33.25,1,0,0
1,20,27.5,0,0,0
1,114,39.25,0,0,1
1,142,42.75,0,0,0
1,142,42.75,0,0,0
1,95,36.875,0,1,1
1,26,28.25,0,0,0
1,106,38.25,0,0,0
1,169,46.125,1,0,1
1,39,29.875,0,0,0
1,152,44,0,1,0
1,63,32.875,0,0,0
1,66,33.25,0,1,0
1,93,36.625,1,1,0
1,67,33.375,1,1,0
1,93,36.625,0,1,0
1,47,30.875,0,0,0
1,46,30.75,0,0,0
1,1,25.125,0,0,0
1,36,29.5,0,0,0
1,194,49.25,0,0,0
1,98,37.25,0,0,1
1,85,35.625,0,1,0
1,106,38.25,0,0,0
1,67,33.375,0,1,0
1,121,40.125,0,1,0
1,123,40.375,0,1,0
1,94,36.75,0,0,0
1,12,26.5,0,0,0
1,146,43.25,0,1,0
0,0,25,0,1,0
0,0,25,0,0,0
1,24,28,0,2,0
1,83,35.375,0,0,1
1,121,40.125,0,2,0
1,177,47.125,0,0,0
1,142,42.75,0,1,0
1,42,30.25,1,0,1
1,200,50,0,0,0
1,138,42.25,0,1,0
1,67,33.375,0,1,0
0,0,25,0,0,0
1,52,31.5,0,0,0
1,37,29.625,0,0,0
1,106,38.25,0,0,0
1,56,32,0,2,1
1,134,41.75,0,0,0
1,86,35.75,0,0,0
1,79,34.875,0,0,0
1,13,26.625,0,1,0
1,170,46.25,0,0,0
1,58,32.25,1,1,0
1,66,33.25,0,0,0
1,141,42.625,1,0,0
1,174,46.75,0,1,1
1,54,31.75,0,2,0
1,168,46,0,0,0
1,59,32.375,0,1,0
1,36,29.5,0,1,1
1,135,41.875,0,1,0
1,17,27.125,2,2,0
1,44,30.5,0,0,0
1,5,25.625,2,0,0
1,68,33.5,0,1,0
0,0,25,0,0,0
1,187,48.375,0,1,0
1,104,38,2,2,0
1,80,35,1,0,0
1,196,49.5,0,0,0
1,113,39.125,0,0,0
0,0,25,0,1,0
1,50,31.25,0,1,0
1,51,31.375,0,1,0
1,23,27.875,0,1,1
1,48,31,2,0,0
1,99,37.375,0,0,1
1,72,34,0,1,1
0,0,25,0,0,0
1,175,46.875,0,0,0
1,44,30.5,0,0,0
1,200,50,0,0,0
1,93,36.625,0,0,0
1,196,49.5,0,1,0
1,52,31.5,1,0,0
1,133,41.625,0,1,0
1,71,33.875,0,2,0
1,81,35.125,0,0,0
1,162,45.25,1,1,0
1,195,49.375,0,0,0
1,131,41.375,0,0,0
1,102,37.75,0,1,0
1,70,33.75,0,3,0
1,8,26,0,1,0
1,8,26,0,0,0
1,2,25.25,0,0,0
1,88,36,0,2,0
1,154,44.25,0,0,0
1,154,44.25,0,1,0
0,0,25,1,1,0
1,11,26.375,2,0,1
1,177,47.125,0,1,1
1,38,29.75,0,0,0
1,48,31,0,0,0
1,132,41.5,0,1,0
0,0,25,0,0,0
1,51,31.375,0,2,0
1,86,35.75,2,1,1
1,131,41.375,0,0,1
1,186,48.25,0,0,0
0,0,25,0,0,0
1,13,26.625,0,0,0
1,4,25.5,0,0,0
1,37,29.625,0,0,0
1,113,39.125,2,1,1
1,106,38.25,0,0,0
1,107,38.375,0,1,0
0,0,25,0,1,1
1,101,37.625,0,0,0
1,140,42.5,0,1,0
1,97,37.125,0,0,0
1,156,44.5,0,0,0
1,25,28.125,1,1,0
1,51,31.375,0,0,1
1,82,35.25,0,1,0
1,200,50,0,0,0
0,0,25,0,0,0
1,48,31,0,3,0
0,0,25,1,0,0
1,8,26,0,0,0
0,0,25,0,0,0
1,122,40.25,0,0,0
1,95,36.875,0,1,0
1,196,49.5,0,0,0
1,28,28.5,0,3,0
1,107,38.375,0,0,0
1,46,30.75,0,1,0
1,93,36.625,0,1,1
0,0,23.875,0,0,0
1,31,28.875,1,0,0
1,114,39.25,0,1,0
1,32,29,0,0,1
1,200,50,2,0,0
1,24,28,1,1,0
1,14,26.75,0,0,0
1,142,42.75,0,0,0
1,69,33.625,0,1,0
1,54,31.75,0,0,0
1,125,40.625,2,0,0
1,155,44.375,0,1,1
1,77,34.625,0,1,0
0,0,25,0,0,0
1,188,48.5,0,0,0
1,159,44.875,0,1,0
1,68,33.5,1,0,0
1,147,43.375,0,0,0
1,92,36.5,0,1,0
1,12,26.5,0,0,1
0,0,24.375,0,1,0
1,161,45.125,0,1,0
1,171,46.375,1,0,0
0,0,25,1,1,0
1,5,25.625,0,0,0
1,27,28.375,0,0,0
1,130,41.25,0,0,0
1,76,34.5,0,0,0
1,61,32.625,0,1,0
1,48,31,0,0,0
1,76,34.5,0,0,0
1,28,28.5,1,1,0
1,134,41.75,0,0,0
1,121,40.125,0,1,0
0,0,25,0,0,0
1,140,42.5,0,2,0
1,31,28.875,3,0,0
1,193,49.125,0,1,0
0,0,25,0,0,0
1,37,29.625,0,1,1
1,107,38.375,0,0,0
1,117,39.625,0,0,1
1,111,38.875,0,0,0
1,126,40.75,0,0,0
1,163,45.375,0,0,0
1,66,33.25,0,0,0
1,71,33.875,0,2,0
1,98,37.25,0,0,0
1,160,45,0,0,0
1,123,40.375,0,0,0
1,106,38.25,0,0,0
1,135,41.875,0,1,0
1,77,34.625,0,0,0
1,200,50,0,1,0
1,56,32,0,0,0
1,200,50,0,1,0
1,109,38.625,0,0,0
1,108,38.5,0,0,0
1,66,33.25,0,1,0
1,88,36,1,0,0
1,124,40.5,1,1,0
0,0,25,0,0,0
1,98,37.25,0,0,0
1,75,34.375,0,0,0
1,32,29,0,1,0
1,99,37.375,0,0,0
1,91,36.375,0,0,0
1,59,32.375,0,0,0
1,106,38.25,0,0,0
1,85,35.625,0,2,0
1,130,41.25,0,1,0
1,163,45.375,0,1,0
1,48,31,0,1,0
1,149,43.625,0,0,1
1,162,45.25,0,2,0
1,39,29.875,1,0,0
0,0,25,0,0,0
1,125,40.625,0,1,0
1,126,40.75,0,1,0
1,147,43.375,0,1,0
1,62,32.75,0,1,0
1,113,39.125,0,1,0
1,48,31,0,0,0
1,155,44.375,0,1,0
1,180,47.5,0,1,0
1,132,41.5,0,1,0
1,140,42.5,0,0,0
1,147,43.375,0,1,0
1,14,26.75,0,1,0
1,84,35.5,0,0,0
1,129,41.125,0,1,0
1,2,25.25,0,1,1
1,39,29.875,0,2,1
1,82,35.25,0,0,2
0,0,25,0,0,0
0,0,25,0,1,0
1,158,44.75,1,0,0
1,144,43,0,1,0
0,0,25,0,0,0
1,76,34.5,0,1,0
1,200,50,0,1,0
0,0,25,0,0,0
1,95,36.875,0,0,0
0,0,25,0,1,0
1,123,40.375,0,1,0
1,44,30.5,0,0,0
1,132,41.5,0,1,0
1,70,33.75,0,1,0
1,182,47.75,0,0,2
0,0,25,2,0,0
1,200,50,0,1,0
1,17,27.125,0,0,0
1,131,41.375,0,1,0
0,0,25,1,1,1
1,186,48.25,0,2,0
1,75,34.375,1,3,0
1,52,31.5,0,0,0
1,107,38.375,0,1,0
1,132,41.5,2,1,0
1,98,37.25,0,1,0
1,200,50,0,1,0
0,0,25,0,0,0
1,74,34.25,0,1,0
1,99,37.375,0,2,0
1,149,43.625,0,0,0
1,200,50,0,2,0
1,155,44.375,0,0,0
1,113,39.125,0,1,0
1,85,35.625,0,1,1
1,169,46.125,0,0,1
1,132,41.5,0,3,1
1,89,36.125,0,1,1
1,106,38.25,1,0,0
1,19,27.375,0,1,0
1,92,36.5,0,0,2
1,170,46.25,0,1,0
1,38,29.75,0,0,0
1,70,33.75,1,0,0
1,91,36.375,0,1,0
1,61,32.625,0,1,0
1,162,45.25,0,0,0
0,0,25,0,0,0
1,170,46.25,0,1,0
1,86,35.75,1,0,1
1,12,26.5,0,0,1
1,160,45,0,0,0
1,154,44.25,0,0,0
1,109,38.625,0,1,0
1,187,48.375,0,0,0
1,83,35.375,0,1,0
1,186,48.25,0,0,0
1,55,31.875,0,1,1
1,77,34.625,0,1,0
1,134,41.75,0,1,1
1,95,36.875,0,1,0
1,159,44.875,0,0,0
1,42,30.25,0,0,0
1,20,27.5,0,1,0
1,179,47.375,0,0,0
1,58,32.25,0,0,0
1,123,40.375,0,1,1
1,155,44.375,1,0,0
1,177,47.125,0,0,0
1,23,27.875,0,0,0
1,98,37.25,0,0,0
1,71,33.875,0,0,2
1,73,34.125,1,0,0
1,200,50,0,0,0
1,36,29.5,0,1,0
1,132,41.5,0,0,0
1,128,41,0,2,0
1,44,30.5,0,0,0
1,144,43,0,0,0
1,152,44,0,1,0
1,61,32.625,1,0,1
1,22,27.75,0,1,0
1,30,28.75,1,0,0
0,0,25,2,1,0
1,93,36.625,1,1,0
1,180,47.5,0,0,0
0,0,25,0,0,0
1,168,46,0,0,0
1,122,40.25,0,1,0
0,0,25,0,0,0
1,156,44.5,0,3,0
1,93,36.625,0,1,0
1,146,43.25,0,0,0
1,200,50,0,1,0
1,36,29.5,0,0,0
0,0,19.375,0,0,0
1,107,38.375,2,0,0
1,55,31.875,0,1,0
1,97,37.125,0,0,1
1,152,44,0,0,0
1,87,35.875,2,1,0
1,33,29.125,0,0,0
1,128,41,0,0,0
1,16,27,0,2,0
1,39,29.875,0,1,0
1,178,47.25,0,0,0
1,19,27.375,1,0,0
1,56,32,0,1,0
1,90,36.25,1,0,1
1,108,38.5,0,1,0
0,0,25,0,0,1
1,73,34.125,2,1,0
1,130,41.25,0,1,0
1,82,35.25,0,1,0
1,169,46.125,0,0,0
1,62,32.75,1,1,0
1,41,30.125,0,1,0
0,0,25,3,1,0
1,114,39.25,0,0,0
1,141,42.625,0,1,0
1,196,49.5,0,0,0
1,161,45.125,0,1,0
1,90,36.25,0,0,1
1,38,29.75,0,1,0
1,76,34.5,1,0,0
1,39,29.875,0,0,0
1,48,31,0,1,1
1,167,45.875,0,0,0
1,100,37.5,0,0,0
1,181,47.625,0,1,2
1,138,42.25,1,1,0
1,144,43,0,1,1
1,146,43.25,0,0,0
1,47,30.875,0,1,0
1,69,33.625,0,1,0
1,180,47.5,0,0,0
0,0,25,0,0,0
0,0,25,0,1,0
1,102,37.75,0,1,0
1,185,48.125,0,1,1
1,37,29.625,0,1,1
1,25,28.125,2,2,0
1,200,50,0,0,0
1,126,40.75,0,0,0
1,78,34.75,0,1,0
1,22,27.75,0,2,0
1,60,32.5,0,0,0
1,96,37,1,0,0
1,103,37.875,0,0,0
1,149,43.625,0,0,0
1,200,50,2,0,0
1,125,40.625,0,0,1
1,27,28.375,0,0,0
0,0,25,0,1,0
0,0,25,1,0,0
1,168,46,0,0,0
1,122,40.25,0,0,0
1,132,41.5,0,0,1
0,0,25,0,0,0
1,93,36.625,0,0,0
1,78,34.75,0,0,0
1,45,30.625,0,1,0
1,81,35.125,0,1,0
1,61,32.625,0,2,0
1,38,29.75,1,0,0
1,120,40,0,0,0
1,131,41.375,0,0,0
0,0,25,0,1,0
1,153,44.125,0,0,1
1,63,32.875,0,2,1
1,76,34.5,0,0,0
1,130,41.25,1,1,0
1,50,31.25,0,1,0
1,111,38.875,0,0,0
1,162,45.25,0,0,0
1,132,41.5,0,0,0
1,61,32.625,0,1,0
1,42,30.25,0,0,0
1,114,39.25,0,0,0
1,54,31.75,0,0,0
1,126,40.75,0,1,0
1,111,38.875,0,0,1
1,170,46.25,1,1,0
1,86,35.75,0,0,1
1,108,38.5,0,0,0
1,62,32.75,0,1,0
1,94,36.75,0,0,0
1,14,26.75,1,0,0
1,11,26.375,1,0,0
1,189,48.625,0,1,0
1,142,42.75,2,0,0
1,103,37.875,1,0,0
1,58,32.25,0,0,1
1,51,31.375,0,0,0
1,98,37.25,0,1,0
1,153,44.125,0,1,1
0,0,25,0,0,0
1,130,41.25,0,0,2
0,0,25,0,0,1
1,172,46.5,0,0,0
1,83,35.375,0,0,0
1,60,32.5,0,1,0
1,20,27.5,0,1,0
1,58,32.25,0,2,0
0,0,25,0,1,1
1,12,26.5,0,0,0
0,0,25,1,1,2
1,42,30.25,0,0,0
1,118,39.75,0,1,0
1,192,49,0,0,0
1,167,45.875,0,0,0
1,166,45.75,1,1,0
1,122,40.25,0,2,1
1,78,34.75,0,3,0
1,47,30.875,0,0,0
1,20,27.5,0,0,0
1,149,43.625,0,0,1
1,60,32.5,0,0,0
1,136,42,0,2,0
1,196,49.5,0,1,0
1,153,44.125,0,0,0
1,69,33.625,0,0,1
1,57,32.125,1,0,0
1,168,46,0,0,0
0,0,25,1,2,0
1,200,50,0,0,0
1,113,39.125,0,0,1
1,39,29.875,0,0,0
1,31,28.875,0,0,0
1,59,32.375,0,1,0
1,135,41.875,0,1,0
1,81,35.125,0,1,0
1,79,34.875,0,1,0
1,149,43.625,0,0,0
1,161,45.125,0,1,0
1,100,37.5,0,0,0
1,92,36.5,0,1,0
1,78,34.75,2,0,0
1,47,30.875,1,0,0
1,138,42.25,0,1,0
0,0,25,0,2,0
1,21,27.625,0,0,0
1,120,40,0,1,0
1,43,30.375,2,0,0
1,47,30.875,0,0,0
1,51,31.375,1,2,0
1,155,44.375,0,0,0
1,184,48,0,0,0
1,95,36.875,0,1,1
1,145,43.125,0,0,0
1,96,37,2,1,0
1,141,42.625,0,0,0
1,49,31.125,1,1,0
1,54,31.75,1,0,0
1,3,25.375,1,1,0
1,96,37,0,0,0
0,0,25,0,0,0
1,104,38,0,0,0
1,171,46.375,0,1,0
1,119,39.875,1,1,0
1,21,27.625,0,2,0
0,0,25,0,2,0
1,169,46.125,0,1,0
1,144,43,0,0,2
1,70,33.75,1,0,0
1,188,48.5,0,1,0
1,56,32,0,1,0
1,137,42.125,0,0,0
1,193,49.125,0,1,0
1,94,36.75,0,1,0
1,94,36.75,3,1,0
1,55,31.875,0,1,0
1,93,36.625,0,0,0
1,27,28.375,1,1,0
1,171,46.375,0,0,0
1,55,31.875,0,1,0
1,128,41,0,0,0
1,117,39.625,0,0,0
0,0,25,0,0,0
1,54,31.75,0,0,0
1,85,35.625,0,0,0
1,36,29.5,0,1,0
1,97,37.125,0,0,0
1,9,26.125,0,0,1
1,86,35.75,0,2,0
1,44,30.5,0,0,1
1,79,34.875,0,0,0
0,0,25,0,0,0
1,134,41.75,0,2,0
1,127,40.875,0,1,0
1,78,34.75,2,1,1
1,27,28.375,0,1,0
1,55,31.875,0,0,0
1,200,50,0,1,0
1,186,48.25,0,1,0
0,0,25,0,2,0
1,116,39.5,0,0,0
