Victory,Remaining HP,Reward,Times Healed Ally,Times Coordinated Stuns,Times Coordinated Blinds
1,49,31.125,0,1,0
0,0,20.125,1,0,0
1,68,33.5,2,1,0
0,0,13.75,0,0,0
0,0,15.75,0,0,0
1,66,33.25,0,0,1
0,0,16.4375,0,0,0
0,0,24,0,0,0
0,0,11.25,0,0,0
0,0,25,0,0,1
0,0,19.5,0,1,0
0,0,22.625,3,0,0
1,114,39.25,0,0,0
0,0,24.9375,0,0,0
1,62,32.75,1,0,1
0,0,23.3125,0,1,0
1,131,41.375,1,0,0
0,0,9.875,0,0,1
0,0,19.6875,1,0,0
1,4,25.5,2,0,0
0,0,14.75,0,0,0
0,0,15.8125,0,1,0
1,186,48.25,0,0,0
1,24,28,0,0,1
0,0,25,1,0,0
1,35,29.375,0,0,0
1,35,29.375,0,0,0
0,0,25,0,0,0
1,183,47.875,0,1,0
1,88,36,0,0,0
1,154,44.25,1,0,0
0,0,16.5625,0,0,1
0,0,25,0,0,1
0,0,25,0,1,0
0,0,24.75,0,0,0
1,15,26.875,0,1,0
0,0,11.125,1,0,0
1,103,37.875,0,0,0
0,0,25,0,0,0
1,142,42.75,0,0,0
0,0,25,0,0,0
0,0,14.375,0,0,0
1,73,34.125,0,0,0
0,0,25,0,0,0
1,20,27.5,2,1,1
1,38,29.75,0,0,2
0,0,25,0,0,0
1,66,33.25,0,0,0
0,0,23.9375,1,0,0
1,123,40.375,0,1,0
0,0,25,0,0,1
1,88,36,0,0,0
0,0,19.6875,0,0,0
0,0,25,2,0,0
1,47,30.875,0,0,1
0,0,21.1875,0,1,0
0,0,10.125,0,0,0
1,119,39.875,0,0,0
1,126,40.75,0,0,0
0,0,25,0,0,0
0,0,17.9375,0,0,0
0,0,13.375,0,0,0
0,0,25,0,1,0
1,104,38,0,0,0
0,0,13,0,0,0
1,45,30.625,1,0,0
0,0,19.875,0,1,0
1,44,30.5,0,1,0
1,104,38,0,0,0
0,0,14.625,0,0,0
1,119,39.875,0,0,1
0,0,12.75,0,0,0
0,0,25,2,0,0
0,0,15.9375,0,0,1
0,0,25,0,0,0
1,115,39.375,1,0,0
0,0,25,1,2,0
0,0,23.3125,0,1,0
1,41,30.125,0,0,0
1,23,27.875,0,0,0
0,0,7.6875,0,0,0
0,0,16.5625,0,1,0
0,0,13.375,0,0,0
0,0,19.9375,0,0,0
1,83,35.375,0,1,0
0,0,25,0,0,0
0,0,23.9375,0,0,0
0,0,25,1,0,0
1,200,50,0,1,0
1,5,25.625,2,0,0
1,31,28.875,1,0,0
0,0,8.375,1,0,0
1,156,44.5,0,0,0
0,0,25,0,1,1
1,41,30.125,0,0,0
0,0,19.0625,0,0,0
1,165,45.625,0,1,0
1,75,34.375,0,0,1
1,176,47,0,0,0
0,0,10.5625,1,0,0
0,0,13.9375,0,0,0
0,0,12.75,0,0,0
0,0,21.1875,0,0,0
0,0,19.75,0,0,0
1,63,32.875,0,0,0
1,195,49.375,0,1,0
0,0,19.5,0,0,0
1,72,34,0,1,0
0,0,24.625,0,0,0
0,0,21.125,0,0,0
0,0,18.0625,1,1,0
0,0,25,1,0,0
0,0,25,0,0,0
1,111,38.875,0,0,0
0,0,25,0,0,0
0,0,9.6875,0,0,1
0,0,25,0,0,0
0,0,13.4375,0,0,0
0,0,25,0,0,0
0,0,18,1,0,0
0,0,13.125,0,0,0
0,0,21.0625,0,0,0
1,67,33.375,0,1,0
0,0,25,0,1,0
1,51,31.375,0,1,0
1,189,48.625,0,1,0
1,13,26.625,0,1,0
0,0,20.4375,0,0,0
1,110,38.75,0,0,0
0,0,15.8125,2,0,0
0,0,22.8125,0,1,0
1,168,46,0,1,0
0,0,25,2,0,1
0,0,20.125,1,0,0
0,0,22.5625,0,1,0
0,0,25,0,1,0
0,0,19.8125,0,0,0
0,0,20.3125,0,0,1
0,0,10.1875,0,0,0
1,86,35.75,2,0,0
0,0,25,0,1,0
0,0,13.4375,0,0,0
0,0,25,0,0,0
0,0,11.5,0,0,0
0,0,25,0,1,0
1,131,41.375,0,0,1
0,0,19.75,0,1,0
1,127,40.875,0,1,0
1,86,35.75,0,3,1
0,0,25,0,0,0
0,0,25,0,0,0
0,0,7.6875,0,0,0
0,0,13.375,0,1,0
0,0,25,0,0,0
0,0,11.75,0,0,0
0,0,25,2,1,0
0,0,25,0,0,0
0,0,19.4375,0,0,0
0,0,25,0,0,0
1,1,25.125,0,0,1
0,0,11.6875,0,0,0
0,0,18.9375,0,0,0
1,117,39.625,1,0,0
0,0,12.9375,0,1,0
1,13,26.625,2,1,0
0,0,17.6875,0,0,0
0,0,25,0,0,1
1,73,34.125,0,0,0
1,68,33.5,0,0,0
0,0,25,0,1,0
0,0,25,0,1,0
1,6,25.75,0,0,1
0,0,17.0625,0,0,0
1,53,31.625,0,1,0
1,83,35.375,1,0,0
0,0,25,0,1,0
0,0,25,0,1,0
1,70,33.75,0,1,0
1,81,35.125,0,1,0
1,39,29.875,0,0,0
0,0,16.375,0,0,0
0,0,25,0,1,0
1,66,33.25,0,0,1
0,0,25,0,0,0
1,171,46.375,0,1,0
1,121,40.125,0,0,0
0,0,13.9375,0,0,1
0,0,25,2,0,0
0,0,25,0,0,1
1,23,27.875,1,1,0
0,0,18.375,0,0,0
0,0,15.0625,0,0,0
0,0,23.5625,0,1,0
1,40,30,4,0,0
1,64,33,0,2,0
0,0,25,0,1,1
1,28,28.5,0,0,0
0,0,19.8125,0,1,0
1,49,31.125,1,0,0
1,34,29.25,0,1,0
0,0,20.6875,0,0,0
0,0,12.125,0,0,0
0,0,12,0,0,0
0,0,25,0,0,1
0,0,25,0,1,0
0,0,25,0,1,0
0,0,19.5625,0,0,0
1,166,45.75,0,1,0
0,0,11.875,0,0,0
0,0,25,0,1,0
0,0,14.25,0,0,0
0,0,25,0,0,0
1,66,33.25,0,0,1
1,70,33.75,0,0,0
0,0,25,0,1,0
1,68,33.5,2,0,1
1,189,48.625,0,1,0
1,18,27.25,1,2,0
0,0,11.375,0,0,0
0,0,7.75,0,0,0
0,0,14.0625,0,0,0
0,0,24.25,0,1,0
0,0,20.9375,0,0,0
0,0,25,2,0,0
0,0,25,0,0,0
0,0,16.1875,0,0,0
0,0,25,0,0,0
0,0,14.9375,0,0,0
0,0,16.4375,0,1,0
0,0,25,0,0,0
0,0,12.5,0,0,0
0,0,10.4375,0,0,0
1,38,29.75,0,1,0
0,0,22.9375,0,1,0
0,0,16.5,0,0,0
0,0,25,0,1,0
1,59,32.375,0,0,0
1,184,48,1,0,0
1,22,27.75,0,0,0
1,75,34.375,0,0,1
0,0,25,0,0,0
0,0,14.9375,0,0,0
0,0,12.75,0,0,0
0,0,25,1,0,0
0,0,25,0,1,1
0,0,25,1,0,0
0,0,25,0,0,0
0,0,24.5,0,0,0
0,0,25,0,0,0
0,0,25,1,0,0
0,0,24.0625,0,1,0
1,69,33.625,0,1,0
1,53,31.625,0,1,0
1,79,34.875,0,0,2
0,0,25,0,0,0
1,59,32.375,0,1,0
1,144,43,0,0,0
0,0,25,0,0,0
0,0,16.3125,0,0,0
1,85,35.625,0,0,0
0,0,12.25,0,0,0
0,0,25,1,0,0
0,0,13.875,1,0,0
1,150,43.75,0,0,0
0,0,25,1,0,0
1,65,33.125,0,1,1
1,154,44.25,0,0,1
1,76,34.5,0,0,0
0,0,24.875,0,0,0
1,4,25.5,1,0,0
0,0,25,0,2,0
0,0,11.5625,0,0,0
0,0,25,1,0,0
0,0,21.5625,1,1,0
1,23,27.875,0,0,0
0,0,13.3125,0,1,0
0,0,23.6875,0,1,0
1,7,25.875,0,0,0
1,69,33.625,0,1,0
0,0,16.125,0,1,0
0,0,25,0,0,1
0,0,24.5625,0,0,0
0,0,15.8125,0,0,0
1,39,29.875,0,0,2
0,0,23.3125,1,1,0
0,0,24.0625,0,0,0
1,62,32.75,0,0,0
0,0,25,3,0,0
0,0,25,0,1,0
0,0,15.5,0,1,0
0,0,20.375,0,0,0
0,0,11.8125,0,0,0
1,3,25.375,0,0,1
0,0,23.3125,0,0,0
0,0,9.75,1,0,0
0,0,14.75,0,0,0
0,0,14.125,0,1,0
0,0,25,0,0,0
1,47,30.875,0,0,1
0,0,13.6875,0,0,0
0,0,25,0,0,0
0,0,17.875,0,0,0
0,0,25,0,1,1
0,0,20.0625,0,0,0
0,0,19.75,0,0,1
0,0,11.25,0,0,0
0,0,25,0,0,0
0,0,18.6875,0,0,0
1,15,26.875,5,0,0
1,200,50,0,1,0
1,119,39.875,2,0,0
1,78,34.75,0,1,0
0,0,25,0,0,0
1,92,36.5,0,1,1
0,0,25,0,0,0
0,0,25,1,0,0
0,0,25,0,0,0
0,0,22.625,1,0,0
0,0,12,1,0,0
0,0,25,0,0,0
0,0,22.3125,0,0,1
0,0,25,0,0,0
1,44,30.5,1,0,0
0,0,25,0,0,0
0,0,25,0,2,0
1,78,34.75,0,0,0
0,0,20.875,0,0,0
0,0,25,0,0,1
1,96,37,1,1,0
0,0,12.625,0,0,1
0,0,21.5625,0,0,0
0,0,11.4375,0,0,0
0,0,9.5625,1,0,0
0,0,21.875,1,0,0
0,0,21.9375,1,1,1
0,0,25,0,0,0
1,92,36.5,1,1,0
0,0,25,0,1,0
1,66,33.25,0,0,0
1,155,44.375,1,2,0
0,0,25,0,0,0
0,0,25,0,1,0
0,0,14.1875,0,1,0
1,89,36.125,1,0,0
0,0,13.375,0,0,0
0,0,25,0,0,0
0,0,25,1,0,0
0,0,18.0625,0,0,0
1,122,40.25,1,0,1
0,0,23.25,0,0,0
0,0,24.8125,0,0,0
0,0,13.5625,0,0,0
0,0,24.875,0,0,0
0,0,14,2,0,0
1,145,43.125,0,0,0
0,0,24.875,0,1,1
0,0,14.125,0,0,0
0,0,13.4375,0,0,1
0,0,25,0,1,0
0,0,14.3125,0,0,0
1,15,26.875,0,0,1
0,0,14.1875,0,0,0
0,0,14.625,0,0,0
1,23,27.875,1,0,0
0,0,22.625,0,0,0
0,0,21.8125,0,0,0
0,0,25,0,0,1
1,88,36,0,0,0
0,0,23.25,0,1,0
0,0,21.6875,0,0,0
1,178,47.25,0,1,0
1,24,28,0,0,0
0,0,8.3125,0,0,0
0,0,25,0,0,0
0,0,25,0,0,0
0,0,21.6875,0,1,0
0,0,20.5625,0,0,0
0,0,11.125,0,0,0
1,9,26.125,0,0,0
0,0,11.9375,0,0,0
0,0,25,0,0,0
1,73,34.125,0,0,0
0,0,13.0625,0,0,0
0,0,23.6875,0,0,0
0,0,23,0,0,0
0,0,16.5625,2,0,0
1,69,33.625,1,1,0
1,124,40.5,0,1,0
1,99,37.375,0,0,0
0,0,15.75,0,0,0
1,117,39.625,0,0,0
1,45,30.625,1,0,0
0,0,25,2,0,1
0,0,18.0625,0,0,0
0,0,11.0625,0,0,0
1,31,28.875,0,0,0
0,0,18.9375,1,0,0
0,0,25,0,0,0
1,153,44.125,0,1,0
1,156,44.5,0,1,0
1,6,25.75,0,0,0
0,0,24.25,2,0,0
0,0,23.625,0,1,0
1,57,32.125,2,0,1
0,0,25,0,0,0
0,0,16,0,1,0
0,0,19.625,0,0,0
0,0,13.3125,0,0,0
0,0,15.0625,0,0,0
1,76,34.5,1,0,1
0,0,13.3125,0,0,0
1,76,34.5,0,0,0
1,74,34.25,2,0,0
0,0,14.1875,0,0,0
0,0,25,0,0,0
0,0,15.6875,0,0,0
0,0,13.3125,0,0,0
1,62,32.75,0,1,0
1,181,47.625,0,0,0
1,187,48.375,0,0,0
0,0,12.5625,0,0,1
0,0,14.125,0,1,0
1,38,29.75,0,0,0
1,50,31.25,0,0,0
0,0,23.9375,0,0,0
1,51,31.375,0,0,0
1,123,40.375,1,2,0
0,0,15.0625,0,0,0
1,32,29,1,0,0
0,0,25,0,0,0
1,54,31.75,0,0,0
0,0,7.4375,0,0,0
0,0,22.6875,0,0,1
0,0,25,0,1,0
1,164,45.5,0,0,0
1,123,40.375,0,0,0
0,0,13.375,0,0,0
0,0,13.3125,0,0,0
0,0,19.4375,0,0,0
1,179,47.375,0,0,0
0,0,25,0,0,0
0,0,23.25,0,1,0
1,117,39.625,0,1,1
0,0,25,0,0,0
0,0,23.375,0,0,0
0,0,15.4375,0,1,0
0,0,21,0,0,1
0,0,15.0625,0,1,0
0,0,25,2,0,0
1,30,28.75,0,0,0
1,91,36.375,0,0,1
1,19,27.375,0,0,0
0,0,21.9375,0,0,0
0,0,10.625,0,0,0
1,174,46.75,0,0,0
0,0,12.4375,1,0,0
1,90,36.25,0,0,1
0,0,25,0,0,0
1,65,33.125,0,0,1
0,0,16,0,1,0
0,0,12.375,0,1,0
1,113,39.125,0,1,0
0,0,11.5625,0,0,0
0,0,25,0,0,0
1,178,47.25,0,0,0
0,0,16.5625,0,0,0
1,65,33.125,0,0,0
0,0,25,1,1,0
1,56,32,2,1,0
1,174,46.75,0,0,0
1,82,35.25,0,0,0
0,0,25,1,0,1
1,43,30.375,1,0,0
0,0,7.25,0,0,0
1,50,31.25,0,1,0
1,123,40.375,2,1,1
0,0,25,0,0,0
0,0,14.0625,0,0,0
0,0,25,0,0,0
1,45,30.625,0,0,0
1,178,47.25,2,1,0
0,0,14.4375,0,1,0
1,47,30.875,1,0,0
0,0,16.125,0,0,1
0,0,24.9375,1,1,0
0,0,11.6875,0,0,0
1,140,42.5,1,2,0
1,13,26.625,2,0,0
0,0,18,0,0,0
0,0,15.9375,0,0,0
0,0,25,0,1,0
0,0,14.0625,0,0,0
0,0,9.75,2,0,0
1,77,34.625,0,1,0
1,62,32.75,1,1,0
1,32,29,0,0,0
0,0,25,1,1,0
0,0,20.625,0,0,0
0,0,12.875,0,0,1
1,186,48.25,0,2,0
0,0,12.3125,0,1,0
0,0,19.8125,0,0,0
0,0,13.9375,0,0,0
1,163,45.375,0,0,0
1,7,25.875,0,1,1
1,159,44.875,0,0,0
0,0,22.875,1,0,1
1,49,31.125,2,1,0
0,0,10.9375,0,0,2
0,0,15.125,0,0,0
0,0,25,0,0,0
0,0,25,0,0,0
0,0,20.875,0,1,1
0,0,25,0,0,0
0,0,25,0,0,0
0,0,15.0625,0,0,0
1,112,39,0,0,0
0,0,19.8125,0,0,0
0,0,14.125,0,0,0
0,0,20.0625,0,0,0
1,105,38.125,1,0,0
1,13,26.625,1,0,0
0,0,25,2,0,0
1,75,34.375,0,2,0
0,0,25,0,0,0
0,0,14.25,0,1,0
0,0,10.875,0,0,0
0,0,25,0,1,0
1,119,39.875,0,1,0
0,0,20.25,0,0,0
1,65,33.125,0,0,0
0,0,21.0625,0,1,0
1,117,39.625,1,1,0
1,114,39.25,0,0,0
0,0,9.8125,2,0,0
0,0,22.0625,0,0,0
1,79,34.875,2,1,0
1,89,36.125,0,0,1
1,144,43,1,0,0
0,0,13.375,0,0,0
0,0,14.875,0,0,0
0,0,25,0,0,0
1,77,34.625,0,1,0
0,0,23.4375,1,0,0
1,69,33.625,2,0,0
0,0,11.4375,0,2,0
1,61,32.625,1,1,0
1,47,30.875,2,1,0
1,33,29.125,0,1,0
1,159,44.875,0,1,0
1,162,45.25,0,1,1
0,0,25,0,0,0
1,174,46.75,1,0,0
0,0,19.375,1,0,0
0,0,25,0,0,0
0,0,16.625,0,0,1
1,100,37.5,0,0,0
0,0,14.75,0,0,0
1,185,48.125,3,0,0
1,69,33.625,0,0,1
1,84,35.5,2,0,0
0,0,25,0,0,0
1,87,35.875,0,0,0
0,0,25,0,0,0
1,15,26.875,0,1,0
1,23,27.875,2,0,0
0,0,20.25,0,0,0
0,0,24.125,0,0,0
1,107,38.375,0,1,1
1,35,29.375,2,0,0
1,129,41.125,0,0,0
1,171,46.375,0,0,0
1,81,35.125,0,1,0
1,25,28.125,2,0,0
0,0,21.0625,0,0,0
0,0,19.375,0,1,1
0,0,10.375,0,0,0
0,0,25,1,0,0
0,0,12.5,0,0,0
0,0,25,0,1,0
0,0,14.6875,0,0,0
1,4,25.5,1,1,0
1,7,25.875,1,2,0
0,0,25,0,0,0
1,88,36,1,0,0
1,29,28.625,1,0,0
1,111,38.875,1,1,0
0,0,17.3125,1,0,0
0,0,10.9375,0,0,0
1,116,39.5,0,0,0
0,0,14.25,0,0,0
0,0,25,0,1,0
1,173,46.625,0,0,0
0,0,18.9375,0,0,0
0,0,24.6875,0,1,0
0,0,24.5,0,1,0
0,0,25,0,0,0
0,0,25,0,0,0
1,62,32.75,1,0,0
0,0,12.625,0,0,0
0,0,25,0,0,0
0,0,22.875,0,0,0
1,165,45.625,1,1,0
0,0,25,0,0,0
1,154,44.25,1,0,0
0,0,25,0,0,0
0,0,25,0,0,0
0,0,25,0,0,0
1,7,25.875,1,1,1
1,1,25.125,1,1,0
1,49,31.125,0,0,0
0,0,13.5,0,0,0
0,0,18.5625,0,0,0
1,50,31.25,1,1,0
0,0,25,0,1,0
0,0,25,0,0,0
1,73,34.125,2,0,0
0,0,23.3125,0,1,0
1,90,36.25,0,0,0
0,0,24.6875,0,0,0
1,83,35.375,0,0,0
0,0,14.1875,0,0,0
0,0,25,0,1,0
0,0,25,0,1,0
0,0,11.25,0,0,1
0,0,25,2,2,0
0,0,13.5625,0,1,0
0,0,23.0625,0,1,0
0,0,25,0,1,0
1,68,33.5,0,0,3
0,0,16.3125,2,0,0
1,60,32.5,0,0,0
1,135,41.875,0,0,0
0,0,12.8125,0,0,0
1,104,38,0,0,0
0,0,22.6875,0,0,0
1,6,25.75,0,0,0
1,88,36,0,0,0
1,56,32,0,0,0
0,0,25,0,0,0
1,101,37.625,0,1,0
0,0,15.75,0,0,0
0,0,23.5,0,1,0
0,0,23.25,0,1,0
0,0,21.25,0,0,1
0,0,12.4375,1,0,0
0,0,25,0,1,0
1,59,32.375,0,0,0
0,0,25,0,0,0
0,0,18.125,0,0,0
0,0,7.5625,1,0,1
1,120,40,0,0,2
0,0,20.875,0,0,0
0,0,25,2,1,0
0,0,25,0,0,0
1,85,35.625,2,1,1
1,16,27,0,1,0
0,0,23.25,0,0,0
1,179,47.375,0,1,0
0,0,12.5,0,0,0
0,0,20.8125,0,0,0
0,0,25,0,0,0
1,78,34.75,0,1,0
0,0,21.0625,3,0,0
0,0,19.6875,0,0,0
0,0,20.5,0,0,0
1,109,38.625,0,0,1
0,0,24.6875,0,1,0
1,81,35.125,0,2,0
1,41,30.125,0,2,0
0,0,20.9375,0,1,0
0,0,17.0625,0,1,0
1,13,26.625,2,0,1
0,0,18.75,0,0,0
0,0,25,0,1,0
0,0,13.3125,0,0,0
0,0,23.0625,1,1,0
0,0,25,1,0,0
1,1,25.125,3,1,0
0,0,25,0,0,0
0,0,25,0,1,0
0,0,20.875,0,0,0
0,0,21.125,0,0,0
0,0,25,0,0,0
1,56,32,0,1,0
1,18,27.25,2,0,0
1,127,40.875,1,1,1
1,25,28.125,3,1,0
1,186,48.25,0,1,0
0,0,25,0,0,0
0,0,18.625,0,0,0
0,0,25,0,0,0
0,0,23.4375,1,0,0
0,0,22.5,0,0,0
0,0,25,0,2,0
1,70,33.75,0,0,0
1,41,30.125,0,0,0
0,0,9.9375,0,0,0
1,147,43.375,0,0,0
0,0,9,0,0,0
0,0,25,0,2,0
0,0,18.875,0,0,0
1,20,27.5,1,0,1
1,91,36.375,0,0,0
1,140,42.5,0,0,0
1,82,35.25,4,1,0
0,0,25,0,0,0
1,188,48.5,2,0,0
1,99,37.375,0,0,1
1,102,37.75,0,0,1
0,0,8.75,0,0,0
0,0,14.1875,0,1,0
0,0,22.8125,1,1,0
0,0,25,1,0,0
0,0,23.8125,1,0,0
0,0,13.125,0,0,0
0,0,12.75,1,0,0
0,0,25,0,0,0
1,158,44.75,1,1,0
1,118,39.75,0,1,0
1,53,31.625,0,1,0
0,0,25,0,1,0
0,0,7.3125,0,0,0
0,0,24.6875,0,1,1
1,151,43.875,0,0,0
1,39,29.875,0,0,0
1,44,30.5,1,0,0
0,0,15.9375,0,0,1
1,32,29,0,0,0
0,0,25,0,0,0
0,0,25,0,0,0
1,27,28.375,0,0,0
0,0,22,1,0,0
0,0,25,0,0,0
0,0,19.75,0,1,0
1,58,32.25,0,1,0
0,0,25,0,0,1
1,200,50,0,1,0
1,156,44.5,4,0,0
0,0,16.6875,0,0,0
0,0,25,0,1,0
0,0,25,1,0,0
0,0,25,0,0,0
1,125,40.625,0,1,0
0,0,22.625,0,0,0
1,59,32.375,0,0,0
0,0,16.5,0,1,0
0,0,21.5625,1,0,0
0,0,22.4375,0,0,1
0,0,15.6875,0,0,0
0,0,18.3125,0,1,0
0,0,15.0625,0,0,0
0,0,16.5,1,0,0
0,0,25,0,0,1
0,0,25,1,0,0
0,0,25,1,0,0
0,0,25,0,0,0
0,0,14.5,0,0,0
0,0,10.875,2,1,0
1,164,45.5,0,0,0
0,0,17.3125,0,0,0
0,0,22.375,0,0,0
0,0,13.125,0,1,0
1,53,31.625,0,0,1
0,0,22.125,1,1,0
0,0,15.25,0,0,0
0,0,11,0,1,0
1,200,50,0,1,0
0,0,13.8125,0,0,0
0,0,8.125,0,0,0
1,22,27.75,0,1,0
0,0,18.375,0,0,0
0,0,17,0,1,0
1,90,36.25,0,2,0
1,81,35.125,1,2,0
1,65,33.125,2,0,0
0,0,17.5,0,0,0
1,114,39.25,0,0,0
1,81,35.125,0,0,0
0,0,22.3125,2,0,0
1,135,41.875,0,0,0
0,0,15.125,0,0,0
1,47,30.875,2,0,0
1,100,37.5,0,1,0
0,0,16.5,0,0,0
1,173,46.625,0,0,0
0,0,10.3125,1,0,0
0,0,22,0,0,0
0,0,25,0,1,0
0,0,25,0,0,0
0,0,16.5625,0,0,0
0,0,25,0,2,0
0,0,25,2,0,0
0,0,25,0,0,0
0,0,22.6875,0,0,0
0,0,21.1875,0,0,0
1,102,37.75,0,1,0
0,0,10.625,0,1,0
0,0,25,1,0,0
