Victory,Remaining HP,Reward,Times Healed Ally,Times Coordinated Stuns,Times Coordinated Blinds, Times Healed Vulnerable Ally, Times Healed Weaker Ally, Battle Length
1,133,33.3125,1,0,0,1,1,39
0,0,12.3125,1,0,0,1,0,23
1,60,28.75,1,0,0,1,0,40
1,55,40,0,1,0,0,0,25
1,0,30.625,0,0,0,0,0,40
1,84,42,0,0,0,0,0,28
1,142,43.625,2,0,0,2,0,27
1,85,36.75,3,0,1,3,0,37
1,200,47.875,4,1,0,2,2,31
1,172,35.75,2,0,0,2,1,34
1,0,29.75,0,0,0,0,0,35
1,0,33.3125,0,0,0,0,0,36
1,0,35.25,2,0,0,0,0,33
1,173,37.5,2,0,0,1,0,29
0,0,17.3125,1,0,0,1,1,34
1,114,42.8125,0,1,2,0,0,28
1,0,26.8125,1,1,0,0,0,37
0,0,11.8125,1,1,0,1,0,34
0,0,23.9375,0,0,0,0,0,38
1,0,37.5,1,0,0,0,0,30
1,27,26.6875,1,1,0,1,1,46
1,0,30.5,1,0,0,0,0,41
1,60,41.25,1,1,0,0,0,34
1,114,40.375,3,1,0,3,1,34
1,51,28.1875,1,0,0,1,0,49
0,0,20.125,0,0,0,0,0,31
1,120,45,3,0,1,0,0,37
1,0,29.8125,0,0,0,0,0,39
1,0,34.3125,2,0,0,0,0,36
0,0,13.5625,0,0,0,0,0,22
0,0,19.125,0,0,0,0,0,37
1,148,34.25,1,1,0,1,1,36
1,196,44,2,2,0,2,2,32
1,0,35.75,0,1,0,0,0,32
0,0,19.3125,1,0,0,1,1,35
1,139,43.5,1,2,0,0,0,24
1,0,31.25,0,0,0,0,0,27
1,0,25.1875,0,0,0,0,0,39
1,18,38.625,3,0,0,2,0,26
1,171,42.4375,0,0,0,0,0,24
1,0,29.1875,0,0,0,0,0,32
1,98,31.125,1,0,0,1,0,34
1,65,41.5625,2,0,1,0,0,38
1,115,41.4375,0,4,0,0,0,32
1,169,42.125,1,1,0,0,0,32
1,132,43,3,1,0,0,0,40
1,0,25.75,0,0,0,0,0,35
1,143,44.375,1,0,0,0,0,31
1,118,36.5625,1,3,0,1,1,23
0,0,23.8125,1,0,0,1,0,40
1,175,45.625,0,0,0,0,0,30
1,200,46.1875,2,2,1,1,1,27
1,163,41.3125,2,0,0,2,2,27
1,0,26.5625,1,0,0,1,0,37
0,0,13.625,1,0,0,1,0,25
1,0,32.75,0,0,2,0,0,34
1,0,27.8125,0,0,0,0,0,38
1,75,41.9375,0,0,2,0,0,31
0,0,15.3125,0,1,0,0,0,26
1,160,35,2,0,0,2,2,37
0,0,14.9375,1,0,0,1,0,24
1,50,28.125,1,0,0,1,0,38
0,0,19.6875,0,0,0,0,0,30
1,0,33.3125,3,0,0,1,0,41
1,135,40.25,2,0,0,2,1,34
1,34,39.625,0,1,0,0,0,28
1,0,33.25,0,0,0,0,0,35
1,53,40.8125,2,0,1,1,0,27
1,185,39.5625,0,0,0,0,0,35
0,0,22.25,2,0,0,2,0,36
1,200,49.125,1,1,0,0,1,31
0,0,21.8125,0,0,0,0,0,44
1,20,26.25,1,0,0,1,0,45
1,200,44.3125,3,1,0,3,2,32
1,153,47.0625,0,1,0,0,0,29
0,0,22.5625,2,0,0,2,0,43
1,156,36.625,2,0,0,2,1,32
1,0,29.3125,0,1,0,0,0,39
1,56,41,0,1,1,0,0,30
0,0,24.3125,0,0,0,0,0,37
1,200,42.75,1,0,0,0,0,30
1,131,45.6875,1,0,1,0,0,31
0,0,21.4375,1,0,0,1,1,38
1,108,44.25,3,1,0,0,0,34
1,93,43.3125,4,0,0,2,0,36
1,95,40.625,1,0,0,0,1,27
1,31,36.8125,0,0,1,0,0,24
1,0,30.625,1,0,0,0,0,38
1,182,47.125,0,1,0,0,0,36
1,98,31.125,1,1,0,1,1,37
1,200,37.5,2,0,0,2,0,29
1,200,37.625,1,0,0,1,0,27
1,0,30.125,1,0,0,1,0,36
1,119,44.375,4,0,0,3,0,32
1,200,38.9375,1,0,0,1,0,28
1,200,42.125,3,0,0,3,0,33
0,0,23.75,1,1,0,1,0,35
1,125,39.0625,0,2,0,0,0,32
0,0,23.125,0,1,0,0,0,54
0,0,24.8125,0,0,0,0,0,46
1,38,36,1,0,0,0,0,31
1,0,28.9375,1,0,0,0,0,42
1,184,36.5,1,0,0,0,0,34
1,157,43.8125,2,0,0,2,0,28
0,0,10.75,0,0,0,0,0,22
1,0,35.875,0,0,0,0,0,31
1,138,45.25,0,0,1,0,0,32
0,0,24.375,1,1,0,0,0,41
1,154,40.125,2,0,0,1,0,32
1,0,36.5625,1,0,0,1,1,35
1,78,39.9375,1,0,1,0,0,32
1,200,44.25,2,0,0,1,2,33
1,0,32.25,1,0,0,0,0,35
1,126,45.375,1,1,0,0,0,30
1,110,41.125,1,0,0,1,0,34
1,183,45.1875,2,0,1,0,0,31
1,0,28.875,0,0,1,0,0,38
1,77,40,0,2,0,0,0,26
0,0,19.125,1,0,0,1,1,39
1,0,31.9375,1,0,0,0,0,38
1,197,43.625,3,0,1,3,0,34
0,0,22.0625,1,0,0,1,0,36
1,147,43.3125,0,0,1,0,0,31
1,105,41.1875,3,1,1,3,0,39
1,126,44.4375,0,1,0,0,0,28
1,173,44.8125,0,2,0,0,0,35
0,0,24.6875,0,0,0,0,0,42
0,0,23.875,1,1,0,1,0,42
1,48,28,1,0,0,1,1,35
1,0,36.75,0,0,0,0,0,31
0,0,12.5,2,1,0,1,1,22
1,118,44,5,0,0,1,0,39
0,0,20.5,0,0,0,0,0,45
1,200,38.3125,1,0,0,1,1,25
1,188,42.5,4,1,1,4,1,40
1,0,35.125,0,1,0,0,0,31
0,0,23.75,2,0,0,2,0,48
1,19,26.1875,1,0,0,1,0,40
1,192,37,1,0,0,1,0,32
1,55,28.4375,1,2,0,1,1,48
1,21,36.5625,3,0,0,1,0,31
1,121,36.5,1,0,0,1,1,28
1,74,29.625,2,0,0,1,0,38
1,0,28.625,1,0,0,0,1,43
1,86,30.375,1,0,1,1,0,40
1,172,40.1875,2,0,0,2,1,34
1,70,29.375,1,0,0,1,1,38
0,0,14.0625,2,0,0,1,1,25
0,0,12.9375,1,0,0,1,0,26
1,71,35.5,0,2,0,0,0,28
1,116,32.25,1,0,0,1,1,32
1,54,39,0,0,1,0,0,29
1,0,25.5,0,1,0,0,0,46
1,147,34.1875,1,3,1,1,0,36
0,0,15.625,1,0,0,1,0,36
1,200,44.6875,1,1,0,1,1,22
1,135,37.375,2,1,0,2,0,33
1,162,43.9375,2,0,0,1,0,25
1,119,44.9375,2,0,1,0,0,35
1,200,47.5,3,1,0,2,2,29
1,112,32,1,0,1,1,1,44
1,0,30.25,1,0,0,0,0,37
1,157,34.875,2,1,1,2,1,34
1,192,42.0625,1,1,0,1,1,34
1,200,44.0625,2,2,0,1,2,33
1,65,29.0625,2,0,0,2,0,37
1,142,33.875,1,0,0,1,0,37
1,131,37.1875,2,2,0,2,0,35
1,85,37.9375,4,1,0,3,0,40
0,0,12.6875,1,0,0,1,0,26
0,0,15.0625,1,0,0,1,0,27
1,121,32.5625,1,0,0,1,0,34
1,101,43.8125,2,2,0,0,0,33
1,0,37.5,4,0,0,0,0,35
0,0,23.8125,0,0,0,0,0,37
1,111,31.9375,1,0,0,1,1,33
1,198,42.9375,3,0,0,3,0,39
1,25,34.875,0,0,0,0,0,27
1,25,26.5625,1,1,0,0,1,48
1,0,30.5625,0,0,0,0,0,34
1,0,30.4375,0,0,0,0,0,37
0,0,8.375,1,0,0,1,1,21
0,0,23.9375,0,0,0,0,0,41
1,0,32.3125,0,1,0,0,0,30
1,0,35.4375,0,1,0,0,0,29
1,0,34.0625,1,0,0,0,0,32
1,0,30,0,0,0,0,0,37
0,0,9.75,1,1,0,1,1,22
1,0,37.5,2,0,1,0,0,35
0,0,22.8125,1,2,1,1,0,37
1,70,29.375,2,0,0,1,0,36
1,10,38.125,1,0,0,0,0,27
1,0,30.375,0,0,0,0,0,48
1,71,29.4375,1,0,0,1,0,36
1,105,42.3125,1,0,1,0,0,28
1,179,36.1875,1,1,0,1,1,31
1,0,31.5625,1,0,0,0,0,38
0,0,12.5,0,0,0,0,0,21
1,187,38.625,0,0,0,0,0,32
1,41,40.0625,4,2,0,0,1,32
1,142,38.0625,1,0,1,1,0,37
1,99,43.6875,1,0,1,0,0,35
1,0,27.1875,0,0,0,0,0,51
1,0,33.5625,0,0,0,0,0,34
1,125,43.75,2,1,0,0,0,34
1,119,37.4375,0,1,0,0,0,30
1,125,34.6875,3,1,0,2,0,33
1,87,42.9375,3,0,0,0,0,34
1,126,32.875,1,1,0,1,1,31
1,15,38.4375,4,2,1,0,0,37
0,0,23.3125,1,1,0,1,1,50
1,45,27.8125,0,0,1,0,0,41
1,0,37.5,1,1,0,0,0,32
1,180,38.625,1,0,0,1,0,31
1,38,27.375,2,0,0,2,1,42
1,87,41.25,0,2,0,0,0,30
1,98,42.6875,2,0,0,2,0,30
1,155,34.6875,0,0,0,0,0,29
0,0,11.125,0,0,0,0,0,21
1,72,29.5,3,0,0,3,0,42
1,157,47.3125,3,3,0,0,2,31
1,151,35,1,0,0,1,0,27
0,0,8.75,0,0,0,0,0,18
0,0,10.4375,1,1,0,1,1,18
1,156,34.75,1,0,0,1,0,35
1,0,37.5,1,0,0,0,0,30
1,107,44.125,3,0,0,1,0,26
0,0,20.9375,1,0,0,1,0,35
0,0,23.9375,1,0,0,0,1,41
1,0,33.1875,0,1,0,0,0,34
1,0,32.9375,1,0,1,0,0,31
1,139,45.25,3,2,0,1,0,30
1,170,42.8125,0,0,0,0,0,50
0,0,23.3125,1,1,0,0,1,40
0,0,17.3125,0,0,0,0,0,25
1,81,30.0625,1,0,0,1,1,36
1,187,45.875,1,1,0,0,0,33
1,200,47.0625,2,0,0,0,1,32
1,200,38,1,0,1,1,1,27
0,0,24.375,1,0,0,1,1,43
1,162,40.0625,3,0,0,3,2,37
1,0,28.125,1,0,0,0,0,40
1,70,41.875,1,0,1,0,0,33
1,200,43.3125,2,1,0,0,0,39
1,0,32.9375,1,1,0,0,0,39
1,139,46.1875,4,0,1,0,0,38
1,29,26.8125,1,0,0,1,0,41
0,0,22,1,0,0,1,0,46
1,0,28.5625,0,0,0,0,0,26
1,0,28.625,1,0,0,1,0,36
1,0,25.8125,0,0,0,0,0,41
1,156,39.75,2,1,0,2,1,33
1,172,43.25,3,0,0,3,1,32
1,48,28,1,0,0,1,1,42
1,0,28.0625,0,0,0,0,0,46
1,148,39.9375,2,0,0,2,0,32
1,114,32.125,1,2,0,1,0,37
1,23,38.9375,1,2,1,0,0,24
0,0,9.1875,1,0,0,0,1,28
1,196,39.5625,3,0,0,3,0,29
1,0,35.5,2,0,0,0,0,38
1,85,30.3125,0,0,0,0,0,37
1,0,30,1,0,0,0,0,44
1,53,35.875,0,0,1,0,0,33
1,150,34.375,1,0,0,1,1,31
1,131,38.375,3,0,0,3,0,32
1,0,36.5,3,0,0,0,0,34
1,0,30.0625,1,1,1,0,0,38
0,0,9.875,2,1,0,2,1,22
0,0,5.9375,1,0,0,1,0,19
1,200,45.4375,3,0,0,3,3,31
1,0,30,0,0,0,0,0,36
0,0,23.5625,1,0,0,1,0,32
0,0,11.375,1,1,0,1,0,25
1,75,42.1875,1,1,0,0,0,34
1,191,43.5,2,1,0,1,2,31
1,0,31.1875,0,0,1,0,0,40
1,131,33.1875,1,1,0,1,0,36
0,0,23.5625,0,0,1,0,0,49
0,0,18.8125,1,0,0,1,1,27
1,0,25.9375,0,0,0,0,0,37
1,134,33.375,1,0,1,1,1,32
1,40,40,2,0,1,0,0,39
1,200,44.8125,2,0,0,1,2,31
1,162,47.625,2,1,0,1,1,30
1,181,36.3125,2,0,0,2,1,36
1,49,40.5625,5,0,1,3,1,43
1,176,42.4375,1,0,0,1,1,30
1,115,44.6875,4,1,1,0,0,33
0,0,24.8125,1,0,0,1,0,41
1,106,31.625,1,1,0,1,0,35
1,173,43.375,2,0,0,1,0,26
1,187,41.3125,1,0,0,1,0,26
1,0,28.4375,0,0,0,0,0,38
0,0,9,1,1,0,1,1,19
1,0,30.9375,0,1,0,0,0,33
1,23,38.9375,1,0,0,0,0,34
1,129,33.0625,1,1,0,1,1,34
1,200,48.0625,1,0,0,1,1,28
1,76,29.75,1,1,0,1,1,39
1,167,35.4375,1,0,0,1,0,38
1,200,39.4375,3,1,0,3,3,44
0,0,20.5625,1,0,0,1,0,32
1,131,33.1875,2,0,0,2,0,40
0,0,23.875,1,0,0,1,0,47
1,138,46.125,0,0,1,0,0,28
1,101,43.8125,3,1,1,0,0,37
1,87,30.4375,2,1,0,1,2,40
0,0,21.75,0,0,0,0,0,37
1,139,33.6875,1,0,0,1,0,29
1,0,37.25,0,0,0,0,0,30
1,129,43.8125,0,0,0,0,0,33
1,112,32,2,0,0,2,1,36
1,184,39.875,2,1,1,2,0,31
1,0,32.75,1,0,0,0,0,43
1,0,36.5,2,0,0,0,0,38
1,200,40.4375,1,1,0,1,0,31
1,147,42.375,4,0,0,4,0,30
1,26,26.625,1,0,0,1,1,46
1,161,41,2,2,0,2,1,27
1,125,39.375,3,0,0,3,0,31
0,0,12.5,1,1,0,0,0,25
1,168,43.9375,2,1,0,2,1,33
0,0,24.0625,0,0,1,0,0,37
1,153,34.5625,0,0,0,0,0,34
0,0,20.0625,1,0,0,1,0,38
1,200,48.1875,4,0,0,3,1,38
1,0,32,0,0,1,0,0,36
1,146,39.4375,3,0,0,3,0,33
1,200,40.9375,2,0,0,2,0,26
0,0,24.5,1,0,0,1,1,41
1,143,45.75,4,0,0,3,0,36
0,0,13.1875,1,0,0,0,0,21
1,200,37.5,1,1,0,1,0,28
1,200,49.1875,2,1,0,2,1,31
1,173,38.9375,2,0,0,1,2,29
0,0,7.25,1,0,0,1,0,27
1,132,38.4375,2,0,0,2,0,23
1,148,34.25,1,0,0,1,0,36
1,186,49.125,3,2,1,2,1,40
1,200,38.1875,1,1,0,1,1,30
1,35,31.75,1,1,0,1,0,28
1,95,42.125,2,0,1,0,0,31
1,32,39.5,1,1,0,0,0,34
1,0,28.375,2,0,0,1,0,44
1,200,41.1875,3,1,1,3,3,35
1,200,49.1875,2,0,0,1,1,31
1,126,41.875,1,0,0,1,0,27
0,0,10.6875,0,0,0,0,0,21
1,0,26.875,0,1,0,0,0,38
0,0,12.9375,0,0,0,0,0,20
1,96,31,0,0,0,0,0,39
1,156,44.1875,1,2,0,0,1,31
1,58,28.625,1,1,0,1,1,40
1,177,36.875,2,0,0,2,1,54
1,200,37.875,0,0,0,0,0,24
1,187,46.875,4,0,0,4,2,37
0,0,13.375,1,0,0,1,0,24
1,89,30.5625,1,1,0,1,1,45
1,200,47.0625,1,1,0,0,0,34
1,0,37.5,1,0,0,0,0,27
0,0,10.875,0,0,0,0,0,27
0,0,20.75,0,0,0,0,0,40
1,0,31.5625,0,0,0,0,0,35
1,187,41.375,2,0,0,2,2,27
1,142,46.375,2,0,0,1,2,36
1,0,29.5,0,0,0,0,0,39
1,20,26.25,3,0,0,1,2,37
0,0,14.6875,1,0,0,1,0,29
1,104,31.5,2,0,0,2,0,34
1,128,33,2,0,0,2,0,52
1,136,35,1,2,0,1,0,33
1,172,35.75,0,1,0,0,0,34
1,36,39.5,1,0,1,0,0,35
1,40,36.75,0,1,0,0,0,25
1,200,43.375,3,1,0,3,3,34
1,0,29.9375,1,1,0,0,0,41
1,200,38.375,1,1,0,1,0,38
1,200,37.5,2,0,1,1,2,29
0,0,15.75,1,0,1,1,0,26
1,196,48.3125,4,1,0,0,0,34
0,0,21.25,0,0,0,0,0,35
1,102,31.375,1,0,0,1,0,37
1,200,44.5625,2,0,0,2,2,34
1,20,38.75,3,0,0,3,0,37
1,102,31.375,1,1,0,1,1,41
1,169,40.375,2,1,0,2,1,31
1,128,41.625,3,1,0,2,1,43
1,185,37.9375,2,2,0,2,1,33
1,134,39.4375,1,0,0,1,1,23
1,200,39.75,2,1,0,2,1,34
0,0,14.4375,0,0,0,0,0,26
0,0,22.625,1,1,0,1,0,40
1,110,31.875,1,0,0,1,0,38
0,0,12.875,1,0,0,1,0,20
1,90,42.125,1,1,0,0,0,23
1,187,42.6875,3,0,0,2,2,35
0,0,24.125,1,0,0,1,0,42
1,51,37.3125,0,0,0,0,0,25
0,0,20.875,1,1,0,0,0,40
1,65,41.4375,0,0,0,0,0,33
0,0,19,1,0,0,1,0,40
0,0,11.25,1,0,0,1,1,19
1,200,44.5625,1,0,0,1,0,25
1,65,41.375,2,0,0,2,1,35
0,0,22.375,1,0,0,1,1,43
0,0,8.5,0,0,0,0,0,19
0,0,20.5625,2,0,0,2,0,44
1,122,32.625,1,0,0,1,0,38
0,0,21.375,2,0,0,2,0,46
1,200,47.625,3,0,0,3,2,31
1,4,25.25,1,1,1,1,1,42
1,9,25.5625,1,1,1,1,0,41
1,0,36.5625,0,0,1,0,0,33
1,149,45.125,2,1,0,0,1,34
1,58,38.0625,1,0,0,0,0,31
1,200,43.875,1,1,0,0,0,26
1,3,25.1875,0,1,0,0,0,48
0,0,23.0625,2,0,0,2,0,46
1,0,36.3125,0,0,0,0,0,41
0,0,24.1875,0,0,0,0,0,45
1,0,32.125,1,0,0,0,0,26
1,198,37.375,1,0,0,1,0,28
1,0,30.25,0,0,0,0,0,35
1,82,41.8125,1,1,0,0,0,27
1,132,33.25,0,0,0,0,0,38
1,2,37.25,1,0,0,1,0,31
1,27,30.1875,1,0,1,1,0,37
1,0,33.1875,0,0,1,0,0,35
1,74,33.375,1,0,0,0,1,28
0,0,10.3125,1,1,0,0,1,26
1,52,38.875,3,1,0,0,0,37
1,200,47.4375,4,1,0,1,0,33
1,125,45.3125,4,0,1,1,1,29
1,169,40.375,4,0,0,3,1,33
1,32,27,1,1,0,1,1,41
1,118,44.625,1,0,0,0,0,27
0,0,7.9375,1,0,0,1,1,26
1,105,31.5625,1,0,0,1,0,37
1,184,36.5,1,0,0,1,0,29
1,80,32.4375,0,1,0,0,0,26
0,0,10.75,1,0,0,1,1,25
1,172,39.5625,1,1,0,1,0,23
0,0,17.6875,1,0,0,1,0,26
1,32,29.6875,2,2,0,2,0,32
1,200,44.875,2,0,0,0,0,36
1,8,25.5,0,0,0,0,0,44
1,85,42.8125,1,0,0,0,1,26
1,178,48.625,1,2,0,1,0,33
1,38,36.4375,1,0,0,0,1,33
0,0,15.125,2,0,0,2,0,27
1,11,37.375,0,0,1,0,0,33
1,168,35.5,1,0,0,1,0,35
1,114,39.5625,3,0,0,3,0,38
1,166,46.4375,2,0,0,1,0,36
1,150,40.8125,2,0,0,2,1,38
0,0,12.8125,1,2,0,1,1,22
1,73,38.125,1,0,0,1,0,28
1,107,31.6875,1,0,0,1,0,38
1,126,41.9375,1,0,0,1,1,32
1,200,40.625,1,1,0,1,1,29
0,0,19.0625,0,0,0,0,0,35
1,144,43.25,2,1,0,2,0,31
1,158,34.875,1,1,0,1,1,40
1,160,39.25,1,0,0,1,1,27
0,0,11.0625,0,0,0,0,0,25
0,0,12.4375,1,0,0,1,0,25
1,153,34.5625,0,1,0,0,0,32
1,200,41.75,2,0,0,2,1,31
1,32,39.5,5,1,0,3,1,41
0,0,20.8125,0,0,0,0,0,33
1,194,42.0625,2,0,0,2,1,29
1,200,42.1875,3,1,1,1,3,35
1,198,37.375,0,1,0,0,0,34
1,175,42.625,2,0,0,2,0,32
1,156,34.75,1,0,0,0,1,33
1,106,31.625,1,0,1,1,0,35
1,166,38.875,2,0,0,2,0,34
1,152,47,2,1,0,1,0,32
1,91,36.1875,2,0,0,2,0,39
0,0,20.875,1,0,0,1,0,37
1,43,39.5625,5,0,0,4,1,37
1,0,28.5,2,1,0,0,0,42
1,200,39.5,1,0,1,1,0,28
1,184,41.9375,2,0,0,2,2,27
1,77,29.8125,1,1,0,1,1,45
1,78,41.5,0,2,0,0,0,28
1,81,30.0625,1,1,0,0,0,27
1,0,34.3125,0,1,1,0,0,35
1,147,34.1875,1,1,0,1,0,39
1,10,37.125,1,0,0,1,0,38
1,23,33.8125,2,0,1,2,0,41
1,87,30.4375,1,0,0,1,1,39
0,0,21,1,0,0,1,1,27
0,0,24.375,0,0,0,0,0,36
1,128,43.625,0,0,0,0,0,30
1,127,45.4375,2,0,1,0,0,44
1,104,44,0,0,0,0,0,37
1,35,36.875,0,0,0,0,0,37
0,0,22.25,1,0,0,0,1,41
1,107,31.6875,1,0,0,1,0,37
0,0,17.5,1,0,0,1,0,27
1,142,40.375,3,1,1,3,0,29
1,0,34.125,1,0,0,1,1,34
1,64,35.5625,0,1,0,0,0,32
1,0,34.375,0,0,1,0,0,33
1,98,31.125,1,1,0,1,0,36
1,0,33.25,0,0,0,0,0,35
1,88,43,3,0,0,0,0,27
1,0,29.1875,0,0,0,0,0,35
0,0,9.4375,1,0,0,1,1,23
1,53,28.3125,1,0,0,1,0,31
1,200,45.6875,3,0,0,3,2,29
1,72,40.9375,0,0,1,0,0,29
1,69,40.5,2,0,1,0,0,29
1,0,26.375,0,0,2,0,0,39
1,0,29.1875,0,0,1,0,0,39
0,0,8.375,0,0,0,0,0,25
0,0,19.625,1,0,0,1,0,26
1,200,40.5625,1,0,0,0,1,28
1,157,47.3125,4,1,0,2,2,36
1,177,46.375,4,0,0,2,2,27
1,184,37.1875,1,0,0,1,0,21
1,81,42.5625,4,0,0,0,1,35
1,200,44.1875,2,0,0,2,2,36
1,176,41.1875,1,0,1,0,0,28
1,192,37,1,0,0,1,1,29
1,123,43.875,0,0,1,0,0,24
1,122,45.125,1,1,0,0,0,37
1,200,47.5,2,1,1,0,2,29
1,167,42,2,1,0,2,2,34
1,18,32.375,4,0,0,4,0,44
1,85,30.3125,1,0,0,1,0,36
0,0,22.875,2,0,0,0,0,40
1,0,31,2,0,0,1,1,37
1,44,39.625,2,1,0,0,0,32
1,0,29.1875,2,0,0,0,0,39
1,180,47.25,1,0,0,0,0,30
1,200,44.375,1,1,0,1,0,26
1,144,34,1,1,1,1,0,38
1,173,39.6875,2,0,0,2,0,25
0,0,21.1875,1,0,0,1,1,35
0,0,23.5,0,0,1,0,0,42
