Victory,Remaining HP,Reward,Times Healed Ally,Times Coordinated Stuns,Times Coordinated Blinds, Times Healed Vulnerable Ally, Times Healed Weaker Ally, Battle Length
1,176,42.8125,1,0,0,1,1,27
1,32,27,1,0,0,1,1,45
1,111,31.9375,0,0,0,0,0,46
0,0,21,1,2,0,0,1,35
0,0,5.4375,1,0,0,1,1,22
0,0,14.75,1,0,0,1,1,42
1,200,43.0625,3,1,0,2,3,34
1,186,38.1875,1,0,0,1,1,23
1,200,44.1875,1,1,1,1,1,22
1,134,33.375,1,1,0,1,1,38
1,82,30.125,1,1,0,1,1,39
1,200,38.125,2,1,1,2,1,36
0,0,18.75,1,0,0,1,1,42
0,0,24.3125,1,0,0,1,1,45
0,0,10.5,1,0,0,1,1,22
1,32,27,0,1,0,0,0,40
1,200,47.25,1,0,0,1,1,22
1,186,44.1875,4,0,0,3,1,27
1,121,32.5625,1,1,0,1,1,46
1,200,37.5,1,0,1,1,1,33
1,200,49.0625,2,0,0,1,2,30
1,124,32.75,1,0,0,1,1,50
1,200,46.75,2,0,0,1,2,28
1,162,43.875,3,0,0,1,1,31
1,184,45.0625,1,1,0,0,1,33
1,200,43.6875,2,0,0,2,2,26
1,200,41.8125,2,1,0,2,1,37
0,0,21.9375,1,0,1,1,1,42
0,0,10.8125,1,0,0,1,0,23
1,176,38.0625,1,0,0,1,1,23
1,189,39.125,1,1,1,1,1,22
1,171,46.25,3,0,1,3,1,39
1,137,33.5625,1,1,0,1,1,29
0,0,21.75,1,0,0,1,1,44
1,200,38.1875,1,1,0,1,1,28
1,187,39.5625,1,0,0,0,0,22
1,200,46.4375,1,0,1,1,1,38
1,200,49.375,2,2,0,1,2,29
0,0,7.9375,0,0,0,0,0,22
1,163,37.3125,2,0,0,2,0,27
1,200,37.5,1,0,0,1,1,37
1,200,49.75,2,3,0,1,1,28
1,24,26.5,1,0,1,1,1,67
1,186,44.625,1,0,1,1,1,26
1,200,41.8125,2,1,0,1,2,29
1,200,40.8125,1,0,0,1,1,29
1,57,28.5625,1,1,0,0,1,57
1,200,45.9375,1,1,0,1,1,33
1,66,29.125,1,0,0,1,1,46
1,77,29.8125,2,0,0,0,2,40
1,127,32.9375,1,1,0,1,1,49
1,170,35.625,2,0,0,2,1,37
1,200,46.8125,4,0,1,1,3,30
1,200,46.5,2,2,0,1,1,27
1,95,30.9375,1,1,0,1,1,43
1,200,39.375,1,0,0,1,1,31
0,0,15.25,1,0,0,1,1,26
0,0,22.25,1,0,0,1,1,56
1,40,27.5,1,0,0,0,1,41
1,170,44.9375,3,0,0,3,1,37
1,70,29.375,2,1,0,2,1,48
0,0,21.1875,1,0,0,1,0,38
1,199,46.375,2,1,0,2,1,25
1,116,32.25,1,0,0,1,1,45
0,0,20.875,1,0,0,1,1,41
0,0,19.6875,1,0,0,1,1,43
1,200,43.9375,2,0,1,1,1,33
0,0,14.1875,1,0,0,1,1,30
0,0,14.75,0,0,0,0,0,25
1,123,32.6875,1,0,0,1,1,49
1,143,43.5,2,1,1,1,1,35
1,186,48.3125,5,0,0,2,4,41
1,157,34.8125,1,2,0,1,1,36
1,184,37.9375,1,0,0,1,1,23
1,34,27.125,1,0,0,1,1,56
1,175,35.9375,1,0,0,1,1,29
1,188,44.875,2,0,1,2,2,34
1,187,43.4375,3,0,0,3,1,28
1,161,35.0625,1,1,0,1,1,51
1,200,47.375,3,3,0,3,3,36
1,200,45.375,2,1,0,2,2,28
1,184,39.625,2,0,0,2,1,34
1,152,41,1,1,0,1,0,23
1,200,40.625,1,1,1,1,0,26
1,187,37,1,1,0,1,1,28
1,139,33.6875,1,1,0,1,1,45
1,15,25.9375,1,1,0,1,1,58
1,147,34.1875,2,0,0,2,1,36
1,200,38.4375,2,0,0,1,1,35
1,187,40.9375,1,1,0,0,1,33
0,0,22.4375,1,0,0,1,1,41
1,153,41.6875,4,0,0,3,0,42
0,0,21.75,1,0,0,1,1,49
1,200,47.625,4,0,0,3,1,30
1,176,40.9375,1,2,0,1,1,27
0,0,12.5,1,0,0,1,1,24
1,200,46.8125,3,0,0,1,3,26
1,200,41.125,1,2,1,1,0,23
1,160,35,1,0,0,1,1,36
1,168,35.5,1,0,0,1,1,43
1,11,25.6875,1,0,0,1,1,47
1,80,30,1,0,0,1,1,47
1,140,33.75,1,0,0,1,1,33
1,200,41.75,2,1,0,1,1,36
1,187,36.6875,2,0,1,2,2,40
0,0,19,1,0,0,1,1,37
0,0,11.6875,1,0,0,1,1,25
1,200,40,1,1,0,1,1,25
0,0,22,1,0,0,1,1,41
0,0,7.25,1,0,0,1,1,27
1,200,42.25,2,1,1,2,1,38
1,200,43.6875,1,0,1,1,1,28
1,200,43.125,1,1,0,1,1,26
1,61,28.8125,2,0,0,2,1,40
0,0,23.125,1,1,0,1,1,44
0,0,15.25,1,0,0,1,1,38
0,0,23.8125,1,0,1,1,1,41
0,0,9.3125,1,0,0,0,1,22
1,200,40.875,2,0,1,2,2,29
1,196,39.5,2,1,0,2,1,29
1,176,42.6875,3,0,0,3,3,32
0,0,12.5,1,1,0,1,0,27
1,148,34.25,1,0,0,1,1,34
1,170,41.625,1,0,0,1,1,22
1,200,39.375,1,0,1,1,1,25
1,200,40,1,1,0,1,1,26
1,200,37.5,2,0,1,2,2,29
1,200,49.8125,4,0,0,4,4,36
1,94,30.875,1,0,0,1,1,47
1,200,43.0625,2,2,0,2,2,29
0,0,23.4375,1,0,0,1,1,58
1,64,29,0,0,0,0,0,42
1,200,43.3125,4,0,0,4,4,44
1,200,39.375,2,0,0,2,2,25
1,200,44.1875,2,1,0,2,2,31
0,0,7.6875,1,0,0,1,1,30
1,172,45.875,4,0,0,2,2,36
1,125,32.8125,2,0,0,2,2,44
1,61,28.8125,1,1,0,1,1,57
1,200,40.5625,1,0,0,1,1,22
1,200,39.3125,1,1,0,1,1,25
1,85,30.3125,2,1,0,2,1,63
1,196,40.9375,1,0,0,0,1,30
1,200,46.5625,3,1,2,0,3,35
0,0,13,1,0,0,1,1,23
1,132,33.25,1,0,0,1,1,25
1,149,34.3125,1,2,0,1,1,30
1,165,35.3125,1,0,0,1,1,37
1,196,41.625,2,0,1,2,2,41
1,200,39.125,2,0,0,1,0,33
0,0,12.125,1,1,0,1,1,24
1,199,37.4375,1,0,0,1,1,31
1,132,33.25,1,0,0,1,1,38
0,0,21.6875,1,0,0,1,1,44
1,200,39.1875,2,1,0,1,2,38
0,0,13.4375,1,0,0,1,0,28
1,200,43.25,2,0,1,1,1,25
1,100,31.25,0,0,0,0,0,42
1,200,43.9375,2,0,0,2,2,30
1,200,37.5,1,0,1,1,1,29
1,174,42.4375,2,0,0,2,1,26
0,0,16.375,1,0,0,1,1,38
1,173,35.8125,1,0,0,1,1,27
1,143,33.9375,1,0,1,1,1,34
1,200,42.5,4,0,0,3,3,44
1,80,30,1,1,0,1,1,43
1,176,39.75,3,0,0,3,1,28
1,29,26.8125,3,0,0,3,1,40
1,19,26.1875,1,0,0,1,1,66
1,185,45.8125,1,0,0,1,1,25
0,0,12,1,0,0,1,1,29
1,69,29.3125,1,0,0,0,1,35
1,71,29.4375,1,0,0,1,1,44
1,197,37.3125,1,0,0,1,0,39
1,66,29.125,2,0,0,2,2,59
1,200,47.5625,2,0,0,2,1,25
1,200,46.1875,3,2,0,2,1,54
1,26,26.625,1,0,1,1,1,44
0,0,11.1875,1,0,0,1,1,21
1,187,41.25,2,1,1,2,2,37
0,0,12,1,0,0,1,1,21
1,186,42.5625,1,0,1,1,1,36
1,200,42.1875,1,0,0,1,1,24
1,184,36.5,1,0,0,1,1,36
1,39,27.4375,2,0,0,2,1,44
1,186,41.1875,3,2,0,3,2,42
1,200,46.8125,4,0,0,4,2,31
1,171,40.375,1,2,0,1,1,28
1,172,44.4375,2,0,0,2,2,27
1,200,43.4375,2,0,1,2,2,33
1,125,32.8125,2,0,0,2,2,38
1,172,47.5,2,0,0,1,1,34
1,200,44.875,2,0,0,2,2,25
1,192,45.5,2,0,0,2,1,37
1,186,38.375,4,0,0,3,4,44
1,160,38.9375,2,0,1,2,1,33
1,189,36.8125,1,0,0,1,1,32
1,176,43.9375,3,0,0,3,1,35
1,157,42.75,2,0,0,2,1,33
1,197,47,2,0,0,2,0,30
1,170,38.5,1,0,0,1,1,23
0,0,4.375,1,1,0,1,0,22
0,0,12.5,1,0,0,1,1,29
1,200,40.625,1,0,0,0,1,41
1,186,45.4375,3,1,0,2,1,34
1,200,40.125,2,0,0,2,1,28
0,0,17.5625,1,0,1,0,0,35
0,0,11.3125,1,0,0,1,1,22
1,187,41.75,1,1,1,1,1,27
1,146,34.125,1,1,1,1,1,34
1,160,35,3,1,0,3,3,38
1,163,35.1875,1,0,0,1,1,44
1,200,49.25,3,2,0,3,1,38
1,65,29.0625,1,0,0,1,1,55
1,156,40.625,2,2,1,2,1,27
1,26,26.625,1,0,0,1,1,60
1,200,43,3,1,1,3,2,32
1,200,39.25,2,0,1,2,2,29
0,0,20.5,1,2,0,1,1,41
1,25,26.5625,1,1,0,0,1,56
0,0,10.1875,1,0,0,1,1,27
1,114,32.125,1,0,0,1,1,37
1,185,36.5625,1,0,0,1,1,37
0,0,16.8125,1,0,0,1,1,40
0,0,10.3125,1,0,0,1,1,23
1,173,40.9375,2,0,0,2,0,40
0,0,24.6875,1,1,0,1,1,49
1,42,27.625,0,0,0,0,0,39
1,187,44.6875,3,0,0,3,3,40
1,15,25.9375,1,0,0,1,1,49
1,200,43.4375,2,1,0,1,2,32
1,200,47,3,0,0,3,3,27
1,200,42.5625,1,1,0,1,1,28
1,169,35.5625,1,0,0,1,1,47
1,55,28.4375,1,0,0,1,1,42
1,200,50,5,0,0,3,5,28
1,109,31.8125,1,0,0,1,1,38
0,0,14.625,1,0,0,1,1,31
0,0,12.0625,0,0,0,0,0,25
1,200,42.875,2,0,0,1,2,33
0,0,20.625,1,0,0,1,0,31
0,0,19.1875,0,0,0,0,0,40
1,200,45.0625,3,2,1,3,3,37
1,33,27.0625,2,0,0,2,1,52
1,186,46.6875,2,0,0,2,1,30
1,111,31.9375,1,0,0,0,1,50
1,200,45,2,1,0,1,1,30
1,178,41.1875,3,1,0,3,1,40
1,127,32.9375,1,0,0,1,1,41
0,0,11.75,1,0,0,1,1,23
1,145,34.0625,0,0,0,0,0,25
1,187,42.0625,3,0,0,1,3,37
1,170,43.6875,3,1,0,3,1,27
0,0,2.75,1,0,0,1,1,23
1,200,39,1,0,1,1,1,32
1,95,30.9375,1,0,0,1,1,39
1,21,26.3125,1,0,0,0,1,39
0,0,11.0625,1,0,0,1,1,23
1,200,41.5625,1,1,0,1,1,23
1,200,42.0625,2,1,1,1,2,27
1,83,30.1875,1,0,0,1,1,42
1,200,39.375,2,0,0,1,1,39
0,0,15.6875,1,0,0,1,1,35
1,80,30,1,0,0,1,1,41
0,0,14,1,0,0,1,1,32
1,162,43.875,2,0,0,2,0,30
1,200,39.75,1,0,0,1,0,26
1,86,30.375,1,0,0,1,1,45
1,171,45.9375,2,1,0,2,1,41
0,0,19.125,1,0,0,1,1,41
1,94,35.9375,2,1,0,0,1,25
1,200,46.25,2,1,0,1,1,29
0,0,21.0625,1,1,0,0,1,41
1,162,44.4375,3,0,2,3,1,36
1,187,45,2,0,0,2,1,36
1,123,32.6875,1,0,0,1,1,37
0,0,18.8125,1,0,0,0,1,41
1,200,44.3125,3,1,1,3,1,29
1,200,37.5,3,1,0,2,3,42
1,69,29.3125,1,1,0,1,1,47
1,200,47.5,1,1,1,1,1,23
1,52,28.25,1,0,0,1,1,45
1,68,29.25,1,0,0,1,0,43
1,10,25.625,1,0,0,1,1,40
0,0,8.5,1,0,0,1,1,21
0,0,19.75,1,0,0,1,1,40
0,0,13.4375,0,0,0,0,0,29
0,0,24.75,4,1,0,4,0,41
1,108,31.75,1,0,0,1,1,37
0,0,16.4375,1,0,0,1,0,40
1,53,28.3125,1,0,0,1,1,53
1,200,38.5,1,0,0,1,1,24
1,187,38.5625,1,1,0,1,1,25
1,34,27.125,1,1,0,1,1,41
1,61,28.8125,1,1,0,1,0,40
1,200,46.75,1,1,0,0,1,23
1,36,27.25,2,1,0,2,2,40
1,39,27.4375,1,1,0,1,1,45
1,52,28.25,1,0,0,1,1,47
1,200,49.125,3,0,0,1,3,29
0,0,17.375,1,0,0,1,0,37
1,53,28.3125,1,0,0,1,1,47
0,0,17.5625,1,0,0,1,1,39
0,0,20.0625,1,1,0,1,0,45
1,200,45.375,1,1,0,0,1,30
0,0,4.625,0,0,0,0,0,19
0,0,22.125,1,0,0,1,1,43
1,132,33.25,1,0,0,1,1,33
1,172,43.5625,3,2,0,3,2,30
0,0,10.75,1,0,0,1,1,23
1,77,29.8125,1,1,0,1,1,42
1,16,26,1,0,0,1,1,43
1,160,42.75,1,0,0,1,0,34
1,184,46.25,3,0,0,3,1,33
1,200,43.25,2,1,0,2,2,30
1,82,30.125,1,0,0,1,1,47
1,176,44.6875,2,0,0,2,1,30
1,200,48,1,2,0,1,1,28
1,200,45.5,4,0,0,3,3,28
1,200,47.8125,3,0,1,2,3,27
1,138,33.625,1,1,0,1,1,34
0,0,22.875,1,0,0,1,1,41
1,200,48.4375,4,0,0,1,3,31
1,148,34.25,1,0,0,1,1,36
1,200,45.25,2,0,0,2,2,40
0,0,16.8125,1,0,0,1,1,25
1,35,27.1875,1,0,0,1,1,37
1,56,28.5,1,1,0,1,1,36
1,176,36,2,1,0,2,1,29
1,186,48.125,1,0,0,0,1,19
1,176,46.5625,3,1,1,3,1,34
0,0,18.25,3,0,0,3,1,38
0,0,22.75,1,0,0,0,0,48
1,111,31.9375,2,1,0,2,2,38
1,84,30.25,1,0,0,1,1,37
0,0,24.4375,1,0,0,1,0,63
0,0,7.8125,1,0,0,1,1,27
1,169,35.5625,1,0,1,1,0,35
1,68,29.25,1,0,0,1,1,42
1,17,26.0625,0,2,0,0,0,42
1,192,46.125,2,0,0,2,1,30
1,200,48.5,5,0,0,4,3,27
1,20,26.25,1,1,0,1,1,46
1,187,46.75,4,0,0,4,2,27
1,186,48.25,1,1,0,1,1,22
0,0,17.625,1,1,0,1,1,29
1,200,50,2,0,0,0,2,29
1,61,28.8125,2,0,0,1,1,42
1,73,29.5625,1,1,0,1,1,37
1,192,41.875,2,1,0,2,2,41
1,161,40.3125,2,0,0,2,0,29
1,132,41.3125,5,1,1,5,2,36
0,0,6.125,1,0,0,1,1,17
1,144,34,1,1,0,1,1,37
1,200,43.75,1,1,1,1,0,28
1,146,38,3,1,0,3,1,39
0,0,24,0,1,0,0,0,36
1,163,42.9375,1,0,0,1,0,24
1,163,35.1875,1,0,0,1,0,37
1,59,28.6875,1,0,0,0,1,44
1,200,41.5625,2,0,0,2,2,39
1,184,47.25,3,1,0,3,3,35
1,153,34.5625,1,0,0,1,1,35
1,200,40.1875,2,2,0,1,2,29
1,169,35.5625,2,0,0,1,2,41
1,83,30.1875,1,1,0,1,1,54
1,159,34.9375,1,1,0,1,1,27
1,200,42.0625,3,0,0,3,2,30
0,0,3.25,1,1,0,1,1,32
1,176,43.4375,2,1,0,2,1,27
1,189,42.375,1,0,0,1,1,22
1,161,35.0625,1,0,0,1,1,57
1,89,30.5625,1,0,0,1,1,49
1,110,31.875,1,2,0,1,1,39
0,0,10.625,0,0,0,0,0,20
1,180,36.25,2,0,0,1,1,42
0,0,23.25,1,0,0,1,1,40
0,0,12.125,1,0,0,1,1,25
1,179,43.625,3,0,0,3,1,26
0,0,24.0625,1,1,0,1,1,45
1,110,31.875,0,0,0,0,0,38
1,189,44.75,1,1,0,1,1,25
1,65,29.0625,1,0,0,1,0,39
0,0,18.5,0,0,0,0,0,35
1,196,46.5625,3,1,0,3,0,30
1,187,40,1,1,0,1,1,33
0,0,24.875,1,0,0,1,1,47
1,188,36.75,1,0,0,1,1,25
1,184,46.5,2,0,0,1,2,26
1,200,48.5,2,0,0,0,2,36
1,200,42.25,4,1,1,3,0,38
0,0,22.6875,1,0,0,1,1,43
0,0,22.3125,0,0,0,0,0,36
1,171,46.5625,4,0,0,3,1,25
1,200,42.6875,2,1,0,2,2,29
1,163,38.75,2,0,0,2,2,30
1,99,31.1875,1,0,0,1,1,40
0,0,16.625,3,0,0,3,1,39
0,0,23.5625,0,0,0,0,0,42
1,12,25.75,1,0,0,1,1,47
0,0,11.25,0,0,0,0,0,27
1,200,49.25,5,0,0,4,5,30
1,200,42.75,2,0,0,2,2,27
1,113,32.0625,1,1,0,1,1,44
1,200,45.875,3,1,1,3,3,29
1,200,45.75,2,1,1,1,0,24
0,0,21.6875,1,0,0,1,1,42
1,187,42.375,4,1,0,4,4,34
1,185,36.5625,2,2,0,2,1,29
1,200,50,4,0,0,3,2,38
1,33,27.0625,1,1,0,1,1,64
1,200,50,4,0,0,2,4,30
0,0,11.75,1,0,0,1,1,27
1,136,39.75,2,0,0,2,1,32
1,158,35.0625,1,1,0,1,1,24
1,200,42.8125,4,0,0,4,1,30
1,200,46.5,2,1,0,2,2,28
1,200,50,1,1,0,1,1,24
0,0,13.5,0,0,0,0,0,27
1,99,31.1875,1,0,0,1,1,43
0,0,22.625,1,0,0,1,1,44
0,0,14.8125,1,0,0,1,1,32
1,200,46.1875,7,0,0,5,4,44
0,0,22.3125,1,0,0,1,1,46
0,0,23.3125,2,1,0,2,0,38
0,0,9.3125,0,1,0,0,0,25
1,49,28.0625,1,1,0,1,1,50
1,188,47.25,2,0,0,2,1,26
1,50,28.125,2,0,1,1,2,44
1,110,31.875,1,1,0,1,1,34
1,200,39.9375,1,1,0,1,1,27
1,200,43.3125,2,2,0,2,1,45
1,200,46.25,2,1,0,2,2,40
0,0,7.9375,1,0,0,1,1,30
1,200,43.8125,2,0,1,2,2,24
1,200,42.3125,5,0,1,5,5,37
0,0,12.125,1,1,0,1,1,37
1,187,43.5,2,2,0,2,2,31
0,0,10.875,1,1,0,1,1,20
1,192,45.25,2,0,0,2,1,22
1,171,35.6875,2,0,0,2,2,35
1,185,43.1875,1,0,0,1,1,24
1,200,44.75,1,1,0,1,1,22
1,100,31.25,1,0,0,1,1,41
1,184,38.375,2,0,0,2,2,40
0,0,9.0625,1,0,0,1,1,28
1,200,39.75,2,2,0,2,2,29
1,184,36.5,1,1,0,1,0,34
1,82,30.125,1,0,0,1,1,48
1,173,44.9375,4,0,0,2,1,35
1,152,39.1875,2,2,1,2,1,36
1,119,32.4375,1,1,0,1,0,41
1,200,47.0625,1,0,0,1,1,30
1,163,42.25,2,0,1,1,2,29
1,176,42.3125,2,1,0,2,1,28
1,200,45.0625,2,1,0,2,2,29
1,186,48.875,3,0,0,1,2,34
0,0,20.4375,1,0,0,1,0,40
1,171,35.6875,1,0,0,1,1,31
1,82,30.125,1,0,0,1,0,38
1,200,42.75,2,0,1,2,2,30
1,135,33.4375,1,1,0,1,1,28
1,122,32.625,1,0,0,1,1,41
0,0,11.875,1,0,0,1,1,28
1,200,47.5625,2,0,0,2,2,26
1,200,39.6875,2,0,0,2,2,27
1,170,44.75,3,2,0,3,1,23
1,200,38.9375,1,1,0,1,1,30
1,53,28.3125,1,0,0,1,1,48
1,35,27.1875,1,0,0,0,1,55
1,192,41.875,1,1,0,1,1,27
1,185,47.125,1,1,0,1,1,28
1,200,40.875,2,0,0,1,1,27
0,0,15.9375,1,0,0,0,1,38
1,171,46.625,5,0,0,1,2,43
1,123,32.6875,1,1,0,1,1,50
0,0,6.5625,1,0,0,1,1,30
0,0,12.5,0,1,0,0,0,23
1,165,37.625,1,0,0,1,1,26
1,141,33.8125,1,0,0,1,1,26
1,200,41.375,1,1,0,0,1,32
1,160,38.3125,1,1,0,1,1,38
1,61,28.8125,1,0,0,1,1,46
0,0,18.875,1,0,0,1,1,43
0,0,22.4375,2,1,0,2,2,41
1,78,29.875,1,0,0,1,1,42
0,0,24.1875,1,1,0,1,1,59
1,126,32.875,1,0,0,1,1,36
0,0,24.375,1,1,0,1,1,46
1,200,38.3125,1,1,0,1,1,22
0,0,12.8125,1,0,0,1,1,24
0,0,9.8125,1,0,0,1,0,25
1,187,46.3125,3,0,0,3,2,41
0,0,15.3125,1,0,0,1,1,28
1,31,26.9375,2,0,1,2,2,48
1,192,42.6875,4,0,2,4,3,42
1,175,36.0625,2,0,1,1,1,32
1,187,43.1875,3,0,0,3,1,35
1,184,36.5,1,1,0,0,1,26
0,0,10.3125,1,0,0,1,1,24
1,200,43.1875,1,0,0,1,1,23
1,200,46.1875,4,0,1,3,4,26
1,147,38.5625,3,0,0,3,0,30
1,200,44.3125,2,1,1,2,2,27
0,0,2.875,1,0,0,1,1,23
0,0,22.125,1,0,0,1,1,58
1,176,43.5625,1,2,0,0,1,19
1,176,43.3125,2,2,0,2,1,36
0,0,22.0625,1,2,0,1,1,41
1,200,46.6875,3,4,0,3,3,31
1,163,42.3125,2,0,0,1,1,28
1,200,45.6875,3,0,0,3,2,37
1,96,31,1,1,0,1,1,39
1,161,35.1875,1,0,0,1,1,27
1,187,43.9375,2,3,0,2,1,26
1,45,27.8125,1,1,0,1,1,42
1,53,28.3125,1,1,0,0,1,42
1,2,25.125,1,0,0,1,1,47
0,0,18.8125,1,1,0,1,1,40
1,160,35,1,0,0,1,1,42
1,187,38.0625,1,0,1,1,1,30
1,200,38.3125,1,0,0,1,1,28
1,178,43.375,2,0,0,2,1,30
1,200,46.9375,2,0,0,2,2,26
0,0,24.0625,1,0,0,1,1,47
0,0,5.6875,1,0,0,1,1,24
1,94,30.875,1,0,0,0,1,32
1,123,32.6875,1,0,0,1,1,48
0,0,11.125,1,0,0,1,1,28
1,187,42.25,1,1,0,1,1,24
0,0,4.125,0,0,0,0,0,21
1,143,40.3125,1,0,0,1,0,35
1,75,29.6875,1,0,0,1,1,40
1,187,46.75,3,1,0,2,2,40
0,0,15.125,1,0,0,1,1,33
0,0,7.8125,0,0,0,0,0,24
0,0,23.75,1,0,0,1,1,46
0,0,21,1,0,0,1,1,48
1,174,42.5625,2,0,0,1,1,35
1,113,41.625,3,0,0,3,0,32
1,186,44.0625,2,1,0,1,2,23
0,0,13.5,1,0,0,1,1,31
1,200,40.5,1,0,0,1,0,22
0,0,20.3125,2,0,0,2,1,44
1,200,47.1875,4,1,0,4,4,32
1,95,30.9375,1,0,1,1,1,38
0,0,21.75,0,0,0,0,0,39
1,131,33.1875,1,0,0,1,1,39
1,164,38.3125,1,0,0,1,1,21
0,0,9.125,1,1,0,1,1,23
1,178,42.4375,1,2,0,1,1,24
1,200,44.25,3,1,1,3,3,28
1,200,47.375,2,1,2,1,1,27
1,1,25.0625,1,0,0,1,1,44
1,200,49.875,4,1,0,3,4,37
1,173,40.6875,3,1,1,3,1,35
1,67,29.1875,1,0,0,1,1,41
1,197,38.75,2,0,0,2,2,29
1,200,41.125,2,1,0,2,2,28
1,200,43.125,1,0,0,1,1,20
1,167,35.4375,1,0,0,1,1,42
1,192,47.25,1,0,0,1,1,35
1,142,33.875,2,0,0,1,1,42
1,175,38.25,3,0,1,3,2,39
1,182,43.4375,3,0,0,3,1,44
0,0,10.375,2,1,0,2,0,26
1,174,41.4375,1,0,0,1,1,27
1,184,49,4,0,0,3,1,30
1,170,47.4375,5,0,0,4,1,35
1,200,43.9375,1,1,0,1,1,22
1,69,29.3125,1,0,0,1,0,44
1,200,41.375,2,1,2,2,1,30
0,0,23.3125,1,0,0,1,1,49
1,100,31.25,1,0,0,1,1,43
1,200,44.875,2,0,0,2,1,29
1,187,39.6875,1,1,1,1,1,29
1,184,45.5,1,1,0,0,1,29
1,173,35.8125,3,0,0,2,1,30
1,105,31.5625,1,0,0,1,1,40
1,200,37.875,1,1,0,0,1,24
1,188,42.8125,1,0,0,1,1,28
0,0,20.375,1,0,0,0,0,39
0,0,8.9375,1,0,0,1,1,23
1,120,32.5,1,0,0,1,1,49
0,0,24.375,1,0,0,1,1,49
0,0,21.6875,0,0,0,0,0,46
0,0,18.3125,1,0,0,1,1,37
1,200,47.75,5,0,0,4,5,29
1,196,48.25,4,1,1,3,2,39
1,200,41.5,1,1,1,1,1,24
1,186,47.1875,3,1,0,2,2,40
1,200,45.8125,2,0,0,2,1,26
0,0,23.375,1,0,0,0,1,54
0,0,20.3125,1,0,0,1,1,47
1,85,30.3125,1,0,0,1,1,46
1,200,43.8125,2,1,0,2,2,29
1,200,43.3125,2,1,0,2,1,32
1,143,33.9375,1,1,0,0,1,41
1,90,30.625,1,0,0,1,1,44
1,200,45.5,1,1,1,1,1,20
