Victory,Remaining HP,Reward,Times Healed Ally,Times Coordinated Stuns,Times Coordinated Blinds
1,85,38.875,0,0,0
0,0,22.5,0,0,0
0,0,15.8125,0,0,0
1,0,30.125,0,0,0
1,200,43.25,0,0,0
1,0,33.8125,0,1,0
1,0,29.625,0,1,0
1,31,28.5625,0,0,0
0,0,16.125,0,0,0
0,0,11.5,0,0,0
1,0,29.0625,0,0,0
1,79,42.4375,0,0,0
1,33,32.1875,0,0,0
1,43,40.1875,0,1,0
1,177,48.5625,0,0,0
1,113,42,0,0,0
0,0,10.5,0,0,0
1,70,41.5,0,0,0
0,0,12.125,0,0,0
1,0,28.8125,1,0,0
0,0,23.0625,0,0,1
1,111,42.875,3,0,1
1,60,41.25,0,0,0
0,0,13.375,1,0,0
1,84,41,0,0,0
1,99,39.9375,0,1,0
0,0,12.5,0,0,0
1,0,25.4375,0,1,0
1,138,45.1875,0,1,0
0,0,22.6875,0,0,0
0,0,10.9375,1,0,0
0,0,14.0625,0,0,0
1,120,44,0,0,0
0,0,23.1875,0,0,0
1,67,40.6875,0,0,0
1,90,38.5,0,1,0
1,95,43.4375,2,0,0
1,97,41.375,1,1,0
1,83,34.5,0,0,0
1,92,43.0625,1,0,0
1,0,30.3125,0,0,1
1,0,26.375,0,0,0
0,0,24.3125,0,1,1
0,0,16,0,0,0
1,44,37.6875,0,1,0
1,144,44,0,0,1
1,128,44.5625,0,0,0
0,0,12.5,0,1,0
1,0,31.8125,0,0,0
1,0,25.625,0,0,0
1,0,32.125,0,0,0
1,55,37.4375,0,0,0
1,0,35.75,2,1,0
1,37,39.8125,1,0,0
1,121,44.25,0,0,0
1,0,29,0,0,0
1,51,39,0,0,0
1,55,40.9375,0,0,0
1,54,33.8125,0,2,0
1,53,40.8125,0,0,0
1,103,43.9375,2,1,1
1,119,44.9375,0,1,0
1,146,46.625,0,0,0
1,0,27,0,0,0
0,0,21.25,0,0,0
0,0,11.6875,0,0,0
1,70,41.875,0,0,0
1,16,38.5,2,2,0
1,1,37.5625,0,1,0
1,30,39,0,0,0
0,0,19.8125,0,0,0
1,16,34.0625,0,1,0
1,89,43.0625,1,1,0
1,82,42.625,0,0,1
1,72,42,0,1,0
1,11,36.375,0,2,1
1,0,27.125,0,0,1
1,0,29.3125,0,0,0
0,0,22.4375,0,0,0
1,91,43.1875,0,0,0
0,0,12.6875,4,0,0
0,0,11.1875,1,0,0
1,0,37.5,0,0,1
1,0,34.125,0,0,1
1,11,38.1875,0,0,0
0,0,22,0,0,0
1,57,40.25,0,0,1
1,130,45.625,0,1,0
0,0,13.25,0,0,0
1,66,41.625,0,1,0
1,0,33.9375,0,1,0
0,0,16.3125,0,0,0
1,97,43.5625,1,0,1
1,0,32.8125,0,0,1
1,48,39.5,0,1,1
0,0,15.3125,0,0,0
1,54,39.9375,0,0,1
1,0,31.8125,0,0,0
1,15,38.4375,1,0,0
1,87,41.125,0,0,0
0,0,19.4375,0,1,0
1,97,43.5625,0,0,2
1,0,29.375,2,0,0
1,44,39.3125,0,0,0
1,0,26.75,0,2,0
1,0,27.0625,1,1,0
1,0,34.3125,1,0,0
1,66,41.625,3,2,0
1,158,39.875,0,1,0
0,0,12.875,0,0,0
0,0,11.375,0,0,0
0,0,16.375,0,0,0
0,0,11.3125,0,0,0
0,0,20.375,0,0,0
0,0,12.3125,0,0,0
0,0,14.4375,0,0,0
0,0,22.75,0,0,0
0,0,24,0,0,0
1,0,25.6875,0,1,0
1,0,27.75,0,0,0
1,14,37.375,0,1,0
0,0,24.4375,0,0,0
1,0,29,2,0,0
1,0,27.4375,0,0,0
1,87,34.1875,0,1,0
1,85,37.25,0,1,0
1,0,30.5625,0,1,0
0,0,10.9375,0,0,0
1,0,27.8125,0,0,0
1,0,32.375,1,1,0
0,0,24.9375,0,0,0
1,5,37.3125,1,1,0
1,0,36.6875,0,0,0
1,69,38.5625,0,1,1
1,68,41.75,1,0,0
1,0,29.8125,0,0,1
1,0,36.5625,3,0,0
1,162,47.625,0,0,2
1,0,26.9375,0,0,0
1,0,32.375,0,2,0
0,0,18.4375,0,1,0
1,164,47.75,0,0,1
1,0,32.625,2,0,1
0,0,13.1875,0,0,0
0,0,22.5625,1,1,0
1,0,25.9375,0,0,0
1,80,41,0,0,0
1,49,39.5625,0,0,0
1,84,42.75,0,0,0
1,160,45,0,0,0
1,0,29.9375,0,0,0
1,104,44,0,1,1
0,0,24.4375,0,1,0
1,45,40.3125,2,1,0
1,45,40.3125,1,0,0
1,0,35.1875,0,0,2
1,135,44.6875,0,0,1
1,0,26.9375,0,0,0
1,19,38.6875,1,0,1
1,0,31.5625,0,0,0
1,87,42.9375,3,0,0
1,179,48.6875,3,0,0
0,0,23.25,0,0,1
0,0,22.75,0,0,0
1,1,30.8125,1,0,0
1,61,36.625,2,0,0
1,0,28.4375,0,1,0
1,128,39.4375,0,2,0
0,0,21.8125,0,0,0
1,65,37.25,0,0,0
1,0,27.25,0,0,0
1,75,41.1875,0,0,0
1,176,44.5,0,0,0
1,130,45.625,0,1,0
1,36,39.375,0,1,0
0,0,14.0625,0,0,0
1,47,37.5,2,0,1
1,128,45.5,0,2,0
1,0,34.5625,0,0,0
1,66,41.625,0,0,0
1,0,27.8125,0,0,0
1,120,38.375,1,0,1
1,83,42.6875,4,0,0
1,0,28.6875,0,0,1
1,103,39.4375,0,0,0
1,0,27.875,0,0,0
1,0,28.9375,1,1,0
0,0,9.625,0,0,0
1,2,35,0,0,0
1,34,39.375,0,0,0
1,135,35.5625,0,0,0
0,0,23.25,0,0,0
1,78,42.375,2,0,0
0,0,18.875,0,0,0
1,156,41.75,1,0,0
0,0,15.8125,0,0,0
0,0,8.625,0,2,0
1,0,31.125,0,0,0
1,110,44.375,0,0,2
1,108,41.625,0,0,0
1,126,45.375,1,1,0
1,0,28.75,1,0,0
1,81,38.5,0,1,1
1,32,39.5,0,0,1
1,0,29.75,2,0,0
0,0,16.75,1,0,0
1,0,30.9375,1,0,1
0,0,24.5,0,1,0
1,0,29.5,0,1,0
0,0,14.5,1,0,0
1,11,38.1875,0,0,0
1,0,37.5,1,1,0
1,104,44,1,0,1
1,147,45,0,0,0
0,0,15.6875,0,0,0
1,0,33.625,0,0,0
0,0,12.25,0,0,0
0,0,22.75,0,0,0
0,0,12.125,0,0,0
1,29,35.9375,0,0,0
0,0,20.75,0,0,0
1,56,41,1,0,0
1,36,39.75,0,1,1
1,114,41.25,0,1,0
1,0,32.125,0,1,0
1,200,40.6875,0,1,0
1,63,36.1875,0,1,0
0,0,22,0,0,0
1,115,44.6875,1,0,1
1,98,40.5,0,0,1
1,104,40.8125,0,0,0
1,54,39.625,0,1,0
1,39,39.5625,0,0,1
1,176,45.625,1,1,0
0,0,14.25,0,0,0
1,0,34.625,0,0,0
1,130,45.625,0,0,1
1,44,35.8125,0,1,0
1,86,42.875,0,1,1
1,0,29.375,0,0,2
1,5,37.8125,0,1,1
1,32,39.5,1,1,1
1,0,27.25,0,0,0
0,0,13.375,0,1,0
1,111,44.3125,0,0,0
1,70,39.125,0,0,0
1,107,34.5625,0,0,0
1,154,47.125,0,0,0
1,143,46.4375,0,0,0
1,113,44.5625,0,0,0
1,60,41.25,0,0,0
1,71,41.9375,0,0,1
1,0,33.0625,0,0,0
1,0,30.6875,1,0,0
1,0,31.75,0,0,0
0,0,13.9375,0,0,0
1,34,30.4375,0,0,0
1,169,48.0625,0,1,0
0,0,21,0,0,0
1,50,39.875,0,0,0
1,120,42.3125,0,1,1
0,0,11.25,0,0,0
0,0,11,0,0,0
1,0,34.8125,0,0,1
0,0,22.5,0,1,0
1,94,38.25,0,1,0
1,0,27.125,0,1,0
1,0,26.4375,0,0,0
1,27,39.1875,0,1,0
1,33,39.5625,0,0,1
1,156,47.25,1,1,0
1,99,43.6875,0,0,1
1,94,43.375,1,0,0
1,0,34.8125,0,0,0
0,0,21.6875,0,0,0
0,0,23.6875,0,0,0
1,0,27.75,0,0,0
1,8,38,0,1,0
1,0,37.5,3,1,1
0,0,21.25,0,0,1
0,0,14.25,0,0,0
1,69,41.8125,0,0,0
1,200,46.4375,0,0,0
0,0,18.25,0,0,0
1,104,44,0,1,2
1,44,40.25,1,0,1
1,154,45.625,0,0,1
1,166,45.5,0,1,0
1,80,42.25,1,0,0
1,163,47.6875,0,0,0
1,29,35.6875,0,0,0
1,39,39.9375,3,1,0
1,39,39.9375,2,0,0
1,100,39.8125,0,0,2
1,0,28.6875,0,1,0
0,0,16.625,0,0,0
1,0,27.25,0,0,0
1,153,34.8125,0,2,0
1,122,44.125,2,0,0
1,101,42.3125,0,1,0
0,0,21.1875,0,1,0
1,63,39.375,0,0,0
1,64,41.5,0,0,1
1,69,41.8125,1,0,1
1,7,37.9375,0,1,0
1,146,42.125,0,0,1
1,0,28.3125,0,0,0
1,0,26.5625,0,0,0
0,0,23,0,0,0
1,82,40.875,0,0,0
1,8,38,2,0,0
