Victory,Remaining HP,Reward,Times Healed Ally,Times Coordinated Stuns,Times Coordinated Blinds
1,200,41.3125,1,0,0
1,200,47.75,2,0,0
1,200,47.125,1,0,0
1,200,43.6875,2,0,0
1,200,41.3125,1,0,0
1,200,49,1,0,0
1,200,42.875,1,1,0
1,200,45.875,1,0,0
1,200,44.375,1,0,0
1,200,49.9375,4,0,0
1,200,46.1875,2,0,1
1,200,38.875,1,0,0
1,200,42.875,1,1,0
1,200,47.1875,1,1,0
1,169,40.625,1,0,0
1,200,45.875,1,1,0
1,200,49.375,1,0,0
1,185,49.0625,2,0,1
1,123,32.6875,0,1,0
1,154,34.625,1,1,0
1,200,47.875,1,0,0
1,200,47.875,1,2,1
1,200,45.6875,1,0,0
1,162,36.125,1,0,0
1,200,39.4375,1,1,0
1,200,43.625,1,0,0
1,200,46.8125,1,0,0
1,200,50,2,0,0
1,200,42.375,1,1,0
1,200,45.875,1,1,0
1,200,45.75,1,1,1
1,169,41.625,1,0,0
1,200,42,1,1,0
1,200,48.3125,1,0,0
1,200,37.5,1,0,1
1,200,45.875,1,1,0
1,200,50,2,0,0
1,200,42.4375,1,1,0
1,200,47.5,2,1,0
1,200,43.9375,0,1,0
1,200,43.375,1,0,0
1,169,44.875,2,0,0
1,200,47.25,2,0,0
1,200,40.875,1,1,0
1,200,43.875,1,0,0
1,200,47.1875,1,0,0
1,200,48.0625,1,0,0
1,53,28.3125,1,1,0
1,200,43.4375,1,2,0
1,200,42.875,2,0,0
1,200,50,2,1,1
1,200,45.75,2,0,0
1,200,48,2,0,0
1,200,49.875,1,0,0
1,200,44.75,1,0,0
1,200,50,3,0,0
1,200,46,2,0,0
1,200,48.0625,2,0,0
1,200,43.625,1,1,0
1,200,43.25,1,0,0
1,200,50,2,0,0
1,200,46.4375,2,0,0
1,200,46.875,2,0,0
1,200,48.6875,1,0,0
1,200,45.75,1,0,1
1,185,46.875,1,0,0
1,200,41.4375,1,2,1
1,200,48.0625,2,0,0
1,200,49.9375,1,0,0
1,200,49.3125,2,1,0
1,200,44.375,1,0,0
1,200,44.5,1,0,0
1,200,43.25,1,2,0
1,200,45.6875,1,0,0
1,200,41.375,1,1,0
1,200,42.125,1,1,0
1,200,47.75,2,0,0
1,200,44.3125,1,0,0
1,200,48,2,0,0
1,200,43.375,1,2,0
1,200,47.75,1,0,1
1,200,46.4375,2,0,0
1,200,41.5,1,0,0
1,200,43.375,1,1,0
1,200,46.9375,2,0,0
1,200,43.75,2,0,0
1,200,43.8125,1,0,0
1,200,46.875,2,0,0
1,200,45.25,1,0,0
1,169,37.25,1,1,0
1,200,47.9375,1,1,0
1,200,41.375,1,1,0
1,200,45.375,1,1,1
1,200,47.125,1,0,0
1,200,48.0625,2,0,0
1,200,43,2,1,0
1,200,47.6875,2,1,0
1,200,42.9375,1,2,1
1,53,28.3125,0,0,0
1,200,48.3125,1,0,1
1,200,45.875,1,0,1
1,200,46.375,1,2,0
1,200,42.4375,1,0,0
1,200,47.6875,2,2,0
1,200,42.75,0,3,0
1,155,34.6875,0,0,0
1,200,46,2,0,0
1,200,43.8125,1,0,0
1,200,42.75,3,0,0
1,200,44.125,1,0,0
1,200,49,5,0,1
1,200,47.8125,1,0,1
1,200,50,2,1,0
1,200,44.0625,1,1,0
1,200,47.5625,2,1,0
1,120,32.5,1,1,0
1,169,43.9375,2,0,1
1,200,45,2,0,0
1,184,40.5625,1,1,0
1,200,45.75,1,0,0
1,200,40.625,1,0,0
1,200,44.25,1,0,1
1,200,50,4,1,0
1,200,50,3,1,0
1,200,50,3,0,0
1,200,46.75,1,2,0
1,200,45.9375,1,1,0
1,200,42.25,1,0,0
1,200,44.6875,2,0,0
1,200,45.875,1,0,0
1,200,47.25,1,1,0
1,200,47.3125,1,0,0
1,200,49,3,1,0
1,200,48.5625,4,0,0
1,200,41.25,1,1,1
1,168,44.375,1,0,1
1,200,45.1875,1,0,0
1,200,46.9375,2,0,0
1,200,44.375,1,2,0
1,200,45.6875,1,0,0
1,200,49.875,2,1,1
1,200,45.8125,1,1,0
1,200,48.75,1,0,0
1,200,44.1875,1,0,0
1,200,42.4375,1,0,0
1,185,46.875,1,0,0
1,200,47.3125,1,0,0
1,200,45.3125,2,0,0
1,200,46.125,2,0,0
1,200,47.0625,3,0,0
1,200,46.125,1,0,1
1,200,45.1875,1,0,0
1,185,37.4375,1,0,0
1,200,45.8125,1,0,0
1,200,48.0625,2,0,1
1,200,50,3,0,0
1,200,46.8125,1,0,0
1,200,46.25,2,0,0
1,200,49.9375,3,0,0
1,200,47.8125,2,0,1
1,200,50,2,0,0
1,200,46.8125,2,1,0
1,200,46.6875,2,1,0
1,200,46.75,1,0,0
1,200,46.875,2,1,0
1,200,41.4375,1,2,0
1,200,42.25,1,0,0
1,200,45.375,1,0,0
1,200,46.5,1,0,0
1,200,43.5,1,0,0
1,184,46.9375,1,0,0
1,200,45.375,1,0,0
1,169,44.9375,1,0,0
1,200,49.0625,3,0,0
1,200,42.375,1,0,0
1,200,45.3125,2,1,0
1,200,46.4375,2,0,0
1,200,47.875,2,0,0
1,185,43.375,1,0,1
1,200,45.4375,3,0,0
1,200,47.0625,2,1,0
1,200,43.875,2,1,0
1,200,49.5,2,1,0
1,106,44.125,2,0,1
1,139,33.6875,1,0,0
1,200,43.0625,2,1,0
1,200,43.3125,1,2,0
1,200,44.25,1,0,2
1,200,47.375,2,1,0
1,200,42.9375,2,0,0
1,200,44,2,1,0
1,200,46,2,0,0
1,200,49.375,2,0,0
1,155,34.6875,2,0,1
1,200,44.6875,1,0,0
1,200,45.875,1,2,0
1,200,42.4375,1,0,0
1,200,42.9375,1,2,0
1,200,39.5625,1,1,0
1,200,50,1,0,1
1,200,40.125,2,0,0
1,185,43.9375,1,2,0
1,200,47.4375,1,0,0
1,93,30.8125,1,0,0
1,130,33.125,0,1,0
1,200,46.4375,2,0,0
1,200,42.25,1,0,1
1,200,45.4375,1,2,0
1,200,49.0625,1,1,0
1,200,43.5,1,1,0
1,200,48.75,1,0,1
1,184,36.5,1,0,0
1,184,42.8125,2,0,0
1,200,44.3125,1,0,0
1,200,45.75,2,0,1
1,200,46.5,1,0,0
1,200,45.125,1,0,0
1,200,42.25,2,0,0
1,200,49.0625,3,0,0
1,200,38.3125,1,0,0
1,200,48.875,1,0,0
1,200,50,5,0,0
1,184,45.5,1,0,0
1,184,40.5625,1,2,0
1,200,47.75,2,0,0
1,200,47.1875,1,0,0
1,200,42.1875,1,0,0
1,200,50,4,0,0
1,200,50,2,1,0
1,200,43.4375,1,0,0
1,200,46.375,1,0,0
1,200,48.75,2,0,0
1,73,29.5625,0,0,0
1,200,42.875,1,1,1
1,200,47.75,1,1,0
1,184,40.3125,1,0,0
1,200,44.875,1,0,0
1,184,40.375,1,0,0
1,200,49.375,2,0,0
1,185,40.5625,1,0,0
1,200,45.3125,3,1,0
1,200,44.9375,1,0,0
1,200,50,1,1,0
1,200,44.6875,1,1,0
1,200,43.4375,1,0,0
1,200,49.0625,2,0,2
1,200,45.8125,1,1,0
1,200,41.9375,2,1,0
1,200,43.8125,1,0,0
1,200,45.4375,1,2,0
1,200,40.875,1,0,0
1,200,44.0625,1,1,0
1,200,46.3125,1,1,0
1,184,43.75,2,0,0
1,200,45.3125,1,0,0
1,200,44.875,2,1,0
1,200,49.0625,2,1,0
1,200,43.375,1,1,0
1,168,41.5,1,0,0
1,200,39.0625,1,0,0
1,200,44.8125,2,1,0
1,200,41.25,1,1,0
1,108,31.75,0,0,0
1,200,47.625,3,0,0
1,200,49.0625,1,3,0
1,200,43.4375,1,0,0
1,200,44.125,2,0,0
1,200,38.0625,1,0,1
1,169,48.0625,2,0,0
1,200,44.6875,1,0,0
1,200,46.3125,1,1,0
1,200,46.9375,1,0,0
1,200,40.5,1,0,0
1,184,43.25,1,0,0
1,200,38.1875,1,1,0
1,200,41.8125,1,0,0
1,200,44.4375,1,2,0
1,200,46.0625,2,0,0
1,200,47.25,1,0,0
1,200,38.375,1,0,0
1,200,44,1,0,1
1,200,49.0625,2,0,0
1,200,46.8125,1,0,0
1,185,42.5625,1,0,0
1,200,40.4375,1,0,0
1,200,46.875,2,1,0
1,200,46,3,0,0
1,200,46.375,2,0,0
1,200,40.1875,1,0,0
1,200,46.1875,1,0,0
1,200,45.5625,3,0,1
1,178,44.875,2,0,0
1,200,42,1,1,1
1,200,42.625,1,0,0
1,200,45.5,1,0,0
1,200,45.6875,2,0,0
1,200,46.3125,1,0,0
1,200,47.1875,1,1,0
1,200,46.5625,2,0,0
1,200,43.5,1,1,0
1,200,45.8125,1,0,1
1,200,50,3,0,0
1,169,37.5,1,1,0
1,200,43.375,1,0,0
1,200,49.6875,3,0,0
1,184,43.375,1,0,1
1,200,50,2,0,0
1,200,41.3125,1,0,0
1,200,42.625,1,0,0
1,200,50,2,0,0
1,200,42.5625,1,1,0
1,200,49.0625,1,0,0
1,184,43.3125,1,0,0
1,200,46.4375,1,0,0
1,200,39.375,1,0,0
1,200,49.1875,1,1,0
1,200,42.1875,1,1,0
1,200,50,2,1,1
1,200,38.875,0,0,0
1,200,42,1,1,0
1,185,41.875,1,0,1
1,200,45.4375,1,1,1
1,140,33.75,1,0,0
1,200,49.3125,1,0,0
1,200,48.0625,2,0,0
1,200,42.4375,1,0,0
1,200,42.25,1,0,0
1,200,43.9375,2,0,0
1,200,39.625,1,0,0
1,200,46.4375,2,0,1
1,200,41.375,1,1,0
1,200,44.375,1,0,1
1,200,49.6875,2,0,0
1,200,48.5,3,0,0
1,200,46.375,1,1,0
1,200,44.5,2,1,0
1,200,49,2,0,0
1,200,47,2,0,0
1,71,29.4375,1,0,0
1,200,42.625,1,0,0
1,200,49.375,2,0,0
1,200,44.375,1,0,0
1,200,40.625,1,0,0
1,200,40.5625,1,0,0
1,200,43.4375,1,0,0
1,152,35.5625,1,1,0
1,159,47.4375,0,0,0
1,200,47,1,1,0
1,200,41.4375,1,1,1
1,200,46.125,3,0,0
1,200,48.75,1,1,0
1,200,49.0625,2,1,0
1,152,44.0625,1,0,0
1,137,43.375,2,1,0
1,200,43,2,0,0
1,200,42.4375,1,0,0
1,200,44.75,1,0,0
1,200,44.8125,2,0,0
1,200,44.75,1,0,0
1,200,49,1,0,0
1,200,43,1,1,1
1,200,46.5625,3,0,0
1,200,45,1,0,0
1,185,44.9375,2,0,0
1,200,48.5,2,1,0
1,169,48.0625,3,1,1
1,200,43.75,2,1,1
1,200,43,1,0,0
1,200,45.75,2,1,0
1,200,44.5,1,1,0
1,200,49.125,2,0,0
1,168,48,2,0,0
1,200,43.5625,1,1,0
1,200,44.625,1,0,1
1,200,44.0625,1,0,0
1,169,35.5625,1,1,0
1,185,46.3125,1,0,0
1,200,46.875,2,0,0
1,200,48,4,0,0
1,200,49.375,2,1,0
1,169,35.8125,1,1,0
1,200,47.75,2,1,0
1,200,42.4375,1,1,0
1,200,47.9375,4,0,1
1,200,47.3125,1,0,0
1,200,40.8125,1,0,0
1,200,49.3125,3,0,0
1,108,31.75,2,0,0
1,184,45.375,1,1,0
1,200,39.1875,1,0,0
1,200,46.4375,1,1,0
1,200,42.875,2,0,0
1,200,42.125,1,0,0
1,200,46.375,1,1,0
1,200,44.25,1,0,0
1,200,50,1,1,0
1,200,39.5,1,2,0
1,200,50,3,0,0
1,200,42.1875,1,0,0
1,200,41.375,1,0,1
1,200,47.3125,2,0,0
1,200,49,2,1,0
1,200,50,4,1,0
1,185,49.0625,3,0,1
1,200,43.25,1,0,0
1,200,48,1,1,0
1,185,44.625,2,0,0
1,200,46.5625,2,1,0
1,200,38.375,1,0,0
1,169,39.875,2,1,0
1,155,39.5,1,0,0
1,200,45.8125,1,0,0
1,200,43.3125,1,0,0
1,200,41.625,1,0,0
1,200,45.4375,1,0,1
1,200,41.5,1,0,0
1,200,44.125,1,0,0
1,200,43.25,1,1,0
1,200,47.9375,1,0,0
1,200,46.875,2,0,0
1,200,45,1,0,0
1,200,40.1875,1,2,0
1,200,50,4,0,0
1,200,49.0625,2,1,0
1,200,48.0625,1,0,0
1,200,44.375,1,0,0
1,200,41.625,1,2,0
1,200,45.4375,1,0,0
1,200,42.3125,1,0,0
1,200,43.3125,1,0,0
1,200,46.9375,1,0,0
1,184,41,1,2,0
1,200,46.9375,3,1,0
1,200,50,2,0,0
1,200,47.875,2,0,0
1,185,39.25,1,2,0
1,169,41.875,2,0,1
1,200,44.875,1,0,0
1,200,50,2,0,0
1,200,46.75,2,0,0
1,200,41.5,1,0,0
1,200,39.5,1,1,0
1,200,42.5625,1,0,0
1,200,44.9375,2,2,0
1,200,42.5625,1,0,0
1,200,45.3125,1,0,0
1,154,41.1875,1,0,0
1,200,45.1875,1,0,0
1,200,47.375,1,0,0
1,200,50,2,0,0
1,200,43,2,1,0
1,168,41.8125,1,0,0
1,177,36.0625,1,0,0
1,200,44.1875,1,1,0
1,200,47.25,1,1,0
1,200,42.375,1,1,0
1,200,41.875,1,0,0
1,200,47.5625,1,0,1
1,200,50,2,1,1
1,200,39.5625,1,0,0
1,200,46.9375,2,0,0
1,200,42.375,1,0,0
1,200,50,2,1,0
1,200,39.4375,1,1,1
1,200,41.0625,2,0,0
1,200,43.6875,2,0,0
1,200,45.375,1,0,0
1,200,44.8125,1,0,0
1,200,41.9375,1,0,0
1,185,45,1,1,0
1,172,35.75,1,0,0
1,200,45.0625,1,1,0
1,169,45.9375,1,1,0
1,200,50,2,0,0
1,200,42.0625,1,1,0
1,200,46,1,0,0
1,200,40.4375,1,1,0
1,200,43.375,1,0,0
1,200,42.9375,1,0,0
1,200,44.4375,1,1,0
1,200,50,2,0,0
1,200,45.375,1,3,0
1,200,49.1875,2,0,0
1,200,44.75,1,0,0
1,200,48.3125,2,0,0
1,200,44.875,1,1,0
1,200,46.25,1,1,0
1,200,46.875,2,0,0
1,200,49.0625,1,1,0
1,200,45.75,1,0,0
1,200,44.25,1,2,0
1,200,47,2,0,0
1,200,49.75,2,0,0
1,200,41.8125,2,0,0
1,200,46.9375,2,1,0
1,200,48.0625,2,0,1
1,168,47,2,0,0
1,200,46.3125,1,0,0
1,154,43.875,2,0,0
1,200,49.25,1,1,0
1,184,47.0625,3,0,0
1,200,39.4375,1,1,0
1,200,42.1875,1,2,0
1,200,46.25,2,0,0
1,185,41.5,1,0,0
1,200,43.4375,1,0,0
1,200,44.625,2,0,0
1,184,38.5,1,0,1
1,169,43,2,1,1
1,200,41.625,1,0,0
1,200,41.875,1,1,0
1,200,40.875,2,0,0
1,200,45.875,2,0,0
1,200,49.25,2,1,0
1,200,43.75,1,0,0
1,200,47.8125,2,0,0
1,105,31.5625,1,0,0
1,200,46.9375,1,0,0
1,200,49,3,1,0
1,185,39.1875,1,1,0
1,200,50,4,0,0
1,200,46.125,2,0,0
1,200,43.6875,1,1,0
1,200,37.625,1,2,0
1,200,47.625,2,1,0
1,200,44.25,1,0,0
1,200,50,2,1,0
1,200,45.5,1,0,1
1,200,46.625,3,2,0
1,169,43.25,1,1,1
1,200,45.4375,1,0,1
1,200,47.6875,1,1,0
1,200,45.9375,2,0,0
1,200,50,3,0,0
1,200,45,2,0,0
1,200,44.375,1,0,0
1,200,41.4375,1,1,0
1,200,47.375,1,0,0
1,200,49,1,0,0
1,200,41.25,1,0,0
1,200,50,1,0,2
1,184,45.6875,1,1,0
1,200,47.1875,1,0,0
1,200,37.5,2,0,1
1,200,50,3,0,0
1,200,46.375,1,1,0
1,200,45.8125,2,1,0
1,184,44.1875,1,0,0
1,200,43.3125,1,0,0
1,200,42.5,1,0,0
1,200,42.625,2,1,2
1,200,43.5625,2,0,0
1,172,48.25,2,0,0
1,200,43.25,1,1,0
1,200,45,1,1,0
1,200,38.625,1,1,0
1,200,44.4375,2,3,0
1,200,46.875,1,0,0
1,200,43.8125,1,2,1
1,200,50,3,0,0
1,168,43.5,1,0,0
1,45,27.8125,1,1,0
1,200,48.6875,2,1,0
1,138,33.625,2,1,1
1,200,50,1,0,0
1,200,48.125,2,1,0
1,75,29.6875,1,0,0
1,169,45.5,3,0,0
1,200,48.4375,3,0,0
1,200,46.1875,2,1,0
1,200,50,3,0,0
1,200,49.5625,1,0,0
1,200,46.0625,4,0,0
1,200,45.9375,2,0,0
1,200,47.1875,3,0,0
1,200,40.625,1,0,0
1,200,45.625,3,1,0
1,200,50,3,1,0
1,200,46.4375,1,0,1
1,200,48.9375,2,0,0
1,200,45.75,1,1,0
1,200,47.1875,2,0,0
1,200,45.75,2,0,0
1,200,47,3,1,0
1,200,43.8125,4,0,0
1,200,45.5,1,1,0
1,200,50,4,1,0
1,200,45.8125,1,1,0
1,200,46.4375,1,0,0
1,200,48.1875,1,1,0
1,200,44.0625,2,0,1
1,200,42.125,1,0,2
1,200,48.125,2,0,0
1,200,43.4375,1,1,0
1,200,43.3125,1,0,1
1,184,44.3125,1,1,0
1,200,42.25,1,0,1
1,200,47.0625,2,0,0
1,200,50,1,0,0
1,200,49.875,3,0,0
1,139,33.6875,1,0,0
1,200,46.3125,1,1,0
1,200,50,2,0,0
1,200,43,1,0,0
1,168,48,4,0,0
1,200,45.25,3,0,0
1,200,48,1,1,0
1,200,41.6875,1,0,0
1,200,41,1,1,0
1,200,40.8125,1,0,0
1,200,49,2,0,0
1,200,40.6875,1,1,0
1,200,47.25,1,0,0
1,200,45.5,3,0,0
1,200,41.3125,1,0,0
1,200,40.125,0,2,1
1,200,45.8125,1,1,0
1,200,43.875,1,0,1
1,200,50,1,0,0
1,200,49.625,1,1,0
1,200,42.5,1,1,0
1,185,45.1875,2,0,0
1,200,44.3125,1,0,0
1,200,43.3125,1,0,0
1,200,46.25,1,0,1
1,200,47.375,1,0,0
1,200,50,1,1,1
1,200,45.25,1,1,0
1,185,38.6875,1,1,0
1,200,47.6875,2,0,1
1,168,48,2,0,1
1,200,40.1875,1,1,0
1,200,45.4375,1,0,0
1,200,50,1,0,1
1,200,50,2,0,0
1,200,43.375,1,0,0
1,200,41.75,2,0,0
1,200,45.0625,1,0,0
1,200,45.9375,2,0,0
1,200,45.75,1,0,0
1,200,41.0625,1,1,0
1,200,43.375,1,0,0
1,169,47.8125,2,0,0
1,200,44.9375,2,0,0
1,200,48.625,2,0,0
1,200,44.8125,2,0,0
1,200,44.375,1,0,0
1,200,48.625,2,0,0
1,200,44.9375,1,0,1
1,200,41.4375,1,1,0
1,200,43.3125,1,1,0
1,185,41.5,1,0,0
1,200,44.9375,1,1,0
1,169,45.1875,2,0,1
1,200,48.0625,2,0,0
1,200,46.8125,1,0,0
1,124,32.75,1,1,1
1,200,43.375,1,0,0
1,184,42,1,0,0
1,200,46.9375,1,0,0
1,200,50,3,0,0
1,200,50,2,0,0
1,200,47.1875,1,0,0
1,200,44,1,1,0
1,200,46.3125,1,1,0
1,185,37.625,1,1,0
1,200,48.0625,2,1,0
1,200,44,1,0,0
1,200,45.8125,1,0,0
1,200,46.8125,1,1,0
1,200,38.6875,1,1,0
1,200,46.75,2,0,0
1,200,49.0625,1,1,0
1,200,48.5625,1,0,0
1,200,42.1875,1,1,0
1,200,50,2,0,0
